Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm)
16/01/2012,5:00,167,2.6,8.8,0.6,0.005,0.002,0.004,0.005
16/01/2012,6:00,163,3,9.1,0.7,0.005,0.002,0.003,0.005
16/01/2012,7:00,164,3.1,10.9,0.7,0.006,0.003,0.002,0.005
16/01/2012,8:00,63,1,127.2,0.6,0.007,0.003,0.002,0.005
16/01/2012,9:00,102,2.5,63,2.2,0.012,0.002,0.001,0.003
16/01/2012,10:00,111,5.1,13.4,1.3,0.016,0.001,0.002,0.003
16/01/2012,11:00,106,6.4,11.6,1.4,0.016,0.001,0.001,0.002
16/01/2012,12:00,111,5.8,14.1,1.4,0.015,0.001,0.001,0.002
16/01/2012,13:00,108,5.5,11,1.5,0.015,0.001,0.001,0.002
16/01/2012,14:00,106,5.6,11.8,1.4,0.014,0.002,0.001,0.003
16/01/2012,15:00,116,6.6,10.3,1.6,0.015,0.001,0,0.001
16/01/2012,16:00,114,6,11.6,1.6,0.015,0.001,0.001,0.002
16/01/2012,17:00,119,4.8,12.6,1.3,0.015,0.001,0.001,0.002
16/01/2012,18:00,118,4.5,10.1,1.1,0.014,0.001,0.001,0.001
16/01/2012,19:00,130,3.9,11,0.8,0.014,0.001,0.001,0.002
16/01/2012,20:00,142,2.8,18.7,0.8,0.011,0,0.003,0.003
16/01/2012,21:00,155,2.9,12.1,0.6,0.01,0.001,0.003,0.004
16/01/2012,22:00,164,2.8,9.7,0.6,0.01,0,0.002,0.002
16/01/2012,23:00,156,4.2,7.6,1,0.013,0,0.001,0.001
17/01/2012,0:00,140,2.7,10.5,0.8,,,,
17/01/2012,1:00,139,3.4,8.5,0.7,0.013,0,0.001,0.001
17/01/2012,2:00,137,2.8,7.7,0.6,0.013,0,0.001,0.001
17/01/2012,3:00,157,3.3,8,0.8,0.012,0,0.001,0.001
17/01/2012,4:00,155,3.6,6.6,0.9,0.012,0.001,0.001,0.002
17/01/2012,5:00,150,2.8,6.1,0.5,0.01,0.003,0.004,0.007
17/01/2012,6:00,156,3.7,9.4,0.8,0.013,0.001,0.002,0.002
17/01/2012,7:00,150,3.9,9,0.9,0.015,0.001,0.002,0.002
17/01/2012,8:00,143,4.7,10,1.3,0.018,0,0.001,0.001
17/01/2012,9:00,140,3.4,15,0.9,0.02,0.001,0.001,0.002
17/01/2012,10:00,124,3,15.9,0.9,0.02,0.001,0.002,0.003
17/01/2012,11:00,117,4.9,11.2,1.1,0.023,0.001,0.001,0.002
17/01/2012,12:00,110,4.8,11,1.1,0.025,0.001,0.001,0.002
17/01/2012,13:00,106,4.4,12.6,1,0.025,0.001,0.001,0.002
17/01/2012,14:00,104,4.9,12.7,1.2,0.026,0.001,0.001,0.002
17/01/2012,15:00,95,4.4,14.7,1,0.026,0,0.001,0.001
17/01/2012,16:00,98,4.5,15.2,1.2,0.027,0,0.001,0.001
17/01/2012,17:00,92,3.9,14,1,0.027,0,0.001,0.001
17/01/2012,18:00,81,2.7,14.2,0.9,0.026,0,0.002,0.002
17/01/2012,19:00,93,1.5,26.8,0.5,0.022,0,0.004,0.004
17/01/2012,20:00,171,1.6,14.1,0.4,0.021,0,0.003,0.003
17/01/2012,21:00,151,1.3,20.2,0.5,0.016,0,0.004,0.004
17/01/2012,22:00,19,0.8,27.2,0.4,0.011,0,0.008,0.008
17/01/2012,23:00,351,1.1,23.8,0.4,0.014,0,0.005,0.005
18/01/2012,0:00,248,1,15.8,0.3,,,,
18/01/2012,1:00,210,1,12.2,0.2,0.014,0,0.003,0.003
18/01/2012,2:00,168,0.8,16.5,0.3,0.015,0,0.002,0.002
18/01/2012,3:00,176,1.5,18.2,0.4,0.014,0,0.002,0.002
18/01/2012,4:00,172,1.5,13,0.3,0.013,0,0.001,0.001
18/01/2012,5:00,201,1.1,28.5,0.4,0.012,0.001,0.001,0.002
18/01/2012,6:00,191,1.4,30.8,0.5,0.012,0.001,0.001,0.002
18/01/2012,7:00,147,3.1,14.9,1.2,0.017,0.001,0,0.001
18/01/2012,8:00,143,3.7,17.8,1.1,0.018,0,0.001,0.001
18/01/2012,9:00,157,2.4,32.6,1.1,0.018,0,0.001,0.001
18/01/2012,10:00,156,1.7,52.6,1.1,0.018,0,0,0
18/01/2012,11:00,141,1.6,52.6,1.1,0.018,0,0.001,0.001
18/01/2012,12:00,139,2.5,31.5,1.2,0.018,0,0.001,0.001
18/01/2012,13:00,111,2.5,32.6,1,0.017,0.001,0.001,0.001
18/01/2012,14:00,61,2,35.2,1,0.018,0.001,0.001,0.002
18/01/2012,15:00,55,3.3,18,1.3,0.03,0,0.003,0.003
18/01/2012,16:00,57,3.9,15.8,1.3,0.032,0,0.003,0.003
18/01/2012,17:00,52,2.9,14.2,1.1,0.027,0,0.004,0.004
18/01/2012,18:00,49,3.1,15.6,0.9,0.018,0,0.003,0.003
18/01/2012,19:00,30,1.9,13.9,0.7,0.011,0,0.006,0.006
18/01/2012,20:00,26,1.4,14.9,0.4,0.008,0.001,0.007,0.007
18/01/2012,21:00,5,1,15.4,0.3,0.006,0.001,0.008,0.009
18/01/2012,22:00,304,0.5,38.7,0.3,0.006,0.001,0.008,0.009
18/01/2012,23:00,247,0.5,35.3,0.3,0.007,0,0.006,0.006
19/01/2012,0:00,271,1,33.9,0.2,,,,
19/01/2012,1:00,257,1,47,0.5,0.004,0.001,0.006,0.007
19/01/2012,2:00,237,1.7,13.2,0.3,0.003,0,0.004,0.004
19/01/2012,3:00,136,0.8,48.3,0.5,0.002,0.006,0.006,0.012
19/01/2012,4:00,212,0.3,74.5,0.3,0.001,0.003,0.006,0.009
19/01/2012,5:00,279,0.5,61,0.4,0.002,0.006,0.004,0.01
19/01/2012,6:00,262,0.9,35.5,0.2,0.005,0.004,0.002,0.006
19/01/2012,7:00,184,1.2,41.7,0.7,0.01,0.002,0.001,0.003
19/01/2012,8:00,147,2.5,27.5,0.9,0.015,0,0.001,0.001
19/01/2012,9:00,131,2.2,32.1,0.9,0.016,0.001,0.001,0.001
19/01/2012,10:00,142,1.7,38.5,0.9,0.017,0,0.001,0.001
19/01/2012,11:00,154,1.6,49.7,1,0.016,0,0.001,0.001
19/01/2012,12:00,116,2.7,33.3,1.1,0.016,0,0.001,0.001
19/01/2012,13:00,110,2.9,27.6,1.1,0.016,0.001,0,0.001
19/01/2012,14:00,140,3,29.4,1.2,0.015,0.001,0.002,0.002
19/01/2012,15:00,61,3.1,27.5,1.1,0.025,0,0.001,0.001
19/01/2012,16:00,62,3.7,31.8,1.7,0.027,0,0.002,0.002
19/01/2012,17:00,48,1.7,33.2,0.8,0.023,0,0.003,0.003
19/01/2012,18:00,29,0.7,160.9,0.4,0.019,0.001,0.005,0.005
19/01/2012,19:00,42,0.4,135.9,0.4,0.016,0,0.004,0.004
19/01/2012,20:00,80,0.3,56.8,0.3,0.008,0.002,0.008,0.01
19/01/2012,21:00,161,1,31.6,0.7,0.009,0.001,0.007,0.007
19/01/2012,22:00,136,1.7,8.9,0.3,0.007,0.005,0.007,0.011
19/01/2012,23:00,156,1.5,10.8,0.3,0.006,0.006,0.008,0.013
20/01/2012,0:00,164,1.3,18.9,0.6,,,,
20/01/2012,1:00,173,1.9,13.7,0.5,0.009,0,0.002,0.002
20/01/2012,2:00,155,1.6,10.7,0.5,0.007,0.002,0.004,0.006
20/01/2012,3:00,168,1.8,11.2,0.6,0.008,0,0.002,0.002
20/01/2012,4:00,179,1.6,12.5,0.5,0.008,0,0.003,0.003
20/01/2012,5:00,157,1.9,10.6,0.4,0.004,0.005,0.005,0.01
20/01/2012,6:00,153,2.2,12.4,0.5,0.007,0.003,0.002,0.005
20/01/2012,7:00,152,3,17.8,0.8,0.011,0.001,0.001,0.001
20/01/2012,8:00,138,3.7,17.1,1,0.012,0.001,0.001,0.002
20/01/2012,9:00,141,4,19.1,1.1,0.013,0.001,0.001,0.002
20/01/2012,10:00,139,4,20,1.1,0.013,0.001,0.001,0.002
20/01/2012,11:00,123,3.6,22.5,1.1,0.013,0.001,0.001,0.002
20/01/2012,12:00,91,2.5,32.7,1.2,0.013,0.001,0.001,0.001
20/01/2012,13:00,109,3.2,37,1.8,0.014,0.001,0.001,0.001
20/01/2012,14:00,91,3.7,16.5,1.3,0.014,0.001,0.001,0.002
20/01/2012,15:00,60,3.7,15.1,1,0.014,0.001,0.001,0.002
20/01/2012,16:00,54,2.9,15,0.9,0.014,0.001,0.002,0.003
20/01/2012,17:00,41,2.9,15.9,0.9,0.016,0.001,0.003,0.004
20/01/2012,18:00,33,1.7,18.3,0.6,0.012,0.001,0.005,0.006
20/01/2012,19:00,70,1.1,25.9,0.3,0.009,0.003,0.007,0.01
20/01/2012,20:00,110,1.2,25.3,0.7,0.009,0.001,0.005,0.006
20/01/2012,21:00,100,0.5,50.1,0.4,0.008,0.002,0.004,0.005
20/01/2012,22:00,136,0.8,51.3,0.2,0.006,0.003,0.007,0.01
20/01/2012,23:00,178,1.3,19.6,0.4,0.01,0,0.001,0.001
21/01/2012,0:00,168,2,12.1,0.4,,,,
21/01/2012,1:00,164,1.4,16.6,0.5,0.011,0,0.002,0.002
21/01/2012,2:00,185,1.9,12.4,0.5,0.012,0,0.001,0.001
21/01/2012,3:00,174,1.7,12.1,0.4,0.012,0,0,0
21/01/2012,4:00,179,1.5,15.7,0.4,0.011,0,0.001,0.001
21/01/2012,5:00,167,1.6,9.8,0.4,0.011,0.001,0.002,0.002
21/01/2012,6:00,170,1.6,24.4,0.6,0.01,0.001,0.001,0.002
21/01/2012,7:00,163,2.6,15.4,1,0.014,0.001,0.001,0.002
21/01/2012,8:00,151,3.9,19,1.2,0.019,0,0,0
21/01/2012,9:00,144,2.9,28.3,1.1,0.019,0,0,0
21/01/2012,10:00,125,1.7,49.9,1.2,0.018,0,0,0
21/01/2012,11:00,144,0.8,74.9,0.8,0.018,0,0,0
21/01/2012,12:00,128,1.5,56.1,1,0.02,0,0,0
21/01/2012,13:00,134,1.7,53.5,1.1,0.023,0,0,0
21/01/2012,14:00,64,1.3,58.1,1.1,0.024,0,0,0
21/01/2012,15:00,50,4.2,18.9,1.3,0.027,0,0.001,0.001
21/01/2012,16:00,46,4,13.6,1.1,0.021,0,0.001,0.001
21/01/2012,17:00,51,4,13.2,1.1,0.019,0,0.001,0.001
21/01/2012,18:00,59,3.2,13.3,1,0.015,0,0.002,0.002
21/01/2012,19:00,65,1.8,12.7,0.5,0.013,0.001,0.003,0.003
21/01/2012,20:00,77,1.8,14.4,0.5,0.011,0.001,0.002,0.003
21/01/2012,21:00,100,1.7,24.3,0.5,0.01,0.001,0.003,0.004
21/01/2012,22:00,155,1.8,15.8,0.4,0.008,0.001,0.005,0.005
21/01/2012,23:00,175,1.9,20.8,0.7,0.01,0,0.001,0.001
22/01/2012,0:00,156,2.1,8.2,0.4,,,,
22/01/2012,1:00,172,2,10.9,0.6,0.011,0,0,0
22/01/2012,2:00,180,1.6,14.8,0.5,0.01,0,0,0
22/01/2012,3:00,168,1.8,13.5,0.4,0.009,0,0.002,0.002
22/01/2012,4:00,183,1.6,11.9,0.4,0.012,0,0,0
22/01/2012,5:00,170,1.7,18.3,0.5,0.01,0.001,0.001,0.002
22/01/2012,6:00,167,2,15.6,0.6,0.01,0.001,0.001,0.002
22/01/2012,7:00,151,4,10.4,1.4,0.013,0,0.001,0.001
22/01/2012,8:00,144,4.7,14.8,1.1,0.015,0,0,0
22/01/2012,9:00,151,4.7,13.9,1.2,0.016,0,0,0
22/01/2012,10:00,150,4.2,13.3,1.1,0.016,0,0,0
22/01/2012,11:00,141,3.7,23.4,1.1,0.017,0,0,0
22/01/2012,12:00,126,3.5,25.1,1.1,0.017,0,0.001,0.001
22/01/2012,13:00,111,3.9,28.1,1.4,0.017,0,0.001,0.001
22/01/2012,14:00,105,4.6,17.4,1.4,0.017,0.001,0.001,0.001
22/01/2012,15:00,108,3.7,26.4,1.6,0.018,0,0.001,0.001
22/01/2012,16:00,108,4.3,13.2,1.2,0.017,0.001,0.001,0.002
22/01/2012,17:00,130,5.6,18.2,1.4,0.015,0.001,0.001,0.001
22/01/2012,18:00,147,5,6.2,1.6,0.014,0.001,0.002,0.003
22/01/2012,19:00,133,3.9,9.4,0.9,0.014,0.001,0.001,0.002
22/01/2012,20:00,131,2.8,11.9,0.5,0.012,0.002,0.002,0.004
22/01/2012,21:00,126,2.2,12.1,0.6,0.01,0.002,0.003,0.004
22/01/2012,22:00,141,1.8,10.9,0.4,0.006,0.004,0.005,0.009
22/01/2012,23:00,175,1.6,11.7,0.4,0.008,0.001,0.004,0.004
23/01/2012,0:00,178,1.9,13,0.5,,,,
23/01/2012,1:00,170,1.8,12.8,0.4,0.011,0,0.001,0.001
23/01/2012,2:00,155,1.6,12.1,0.3,0.008,0.001,0.003,0.004
23/01/2012,3:00,166,1.5,12.7,0.3,0.01,0,0.002,0.002
23/01/2012,4:00,149,2.4,5.8,0.5,0.007,0.002,0.003,0.005
23/01/2012,5:00,152,1.8,15.4,0.5,0.006,0.003,0.003,0.006
23/01/2012,6:00,154,1.8,9.2,0.6,0.007,0.003,0.004,0.006
23/01/2012,7:00,147,3.9,11.6,1,0.011,0.001,0.001,0.002
23/01/2012,8:00,136,3.6,18.3,0.9,0.011,0.002,0,0.002
23/01/2012,9:00,113,3.3,19.3,1.2,0.013,0.001,0,0.001
23/01/2012,10:00,103,5.1,15.2,1.3,0.017,0.001,0.001,0.002
23/01/2012,11:00,97,4.8,20.9,1.5,0.018,0.001,0.001,0.002
23/01/2012,12:00,95,5.2,17.3,1.4,0.018,0.001,0.001,0.002
23/01/2012,13:00,87,4.7,19.4,1.3,0.016,0.001,0.001,0.002
23/01/2012,14:00,93,5.5,15,1.6,0.015,0.001,0.001,0.002
23/01/2012,15:00,86,4.4,11.2,1.3,0.013,0.001,0.001,0.002
23/01/2012,16:00,79,3,11.1,0.7,0.011,0.002,0.002,0.004
23/01/2012,17:00,79,2.1,14.1,0.6,0.01,0.003,0.003,0.005
23/01/2012,18:00,110,2.9,14.9,1,0.011,0.002,0.002,0.004
23/01/2012,19:00,100,1.6,17.2,1,0.009,0.002,0.004,0.006
23/01/2012,20:00,130,2.4,13.6,0.5,0.009,0.002,0.003,0.005
23/01/2012,21:00,158,1.7,19,0.4,0.009,0.002,0.003,0.004
23/01/2012,22:00,149,2.8,13.3,0.6,0.007,0.002,0.003,0.004
23/01/2012,23:00,124,2.9,13.1,1.1,0.01,0.001,0.002,0.003
24/01/2012,0:00,151,2.6,9.3,0.4,,,,
24/01/2012,1:00,158,2.4,16.6,0.5,0.009,0.001,0.001,0.002
24/01/2012,2:00,175,2.1,13.1,0.6,0.007,0,0.001,0.001
24/01/2012,3:00,181,1.9,15.7,0.6,0.007,0,0.001,0.001
24/01/2012,4:00,169,1.8,12.9,0.5,0.006,0,0.001,0.001
24/01/2012,5:00,178,1.1,63.5,0.9,0.007,0,0.002,0.002
24/01/2012,6:00,193,1.8,27,0.8,0.006,0,0.002,0.002
24/01/2012,7:00,168,3.5,11.4,0.9,0.008,0.001,0.002,0.003
24/01/2012,8:00,155,2.9,17,0.7,0.008,0.002,0.002,0.004
24/01/2012,9:00,137,3.6,9.9,0.9,0.011,0.002,0.002,0.004
24/01/2012,10:00,134,3.7,13.7,1,0.012,0.002,0.001,0.003
24/01/2012,11:00,127,3.3,13.1,0.8,0.011,0.002,0.002,0.004
24/01/2012,12:00,126,4.1,10.6,1,0.012,0.002,0.001,0.003
24/01/2012,13:00,103,4.3,12.6,1.2,0.013,0.002,0.001,0.002
24/01/2012,14:00,98,4.2,12.4,1,0.014,0.002,0.001,0.003
24/01/2012,15:00,106,4.8,11.3,1.1,0.014,0.001,0.001,0.002
24/01/2012,16:00,94,4.7,11.8,1.2,0.015,0.001,0.001,0.002
24/01/2012,17:00,110,4.6,9.7,1.1,0.015,0.002,0.001,0.003
24/01/2012,18:00,127,3,11.5,0.8,0.012,0.002,0.003,0.005
24/01/2012,19:00,126,2.1,16.4,0.8,0.009,0.003,0.004,0.006
24/01/2012,20:00,128,1.4,43.2,0.7,0.008,0.002,0.004,0.006
24/01/2012,21:00,92,2.7,20.7,0.8,0.011,0.001,0.002,0.002
24/01/2012,22:00,71,2.5,14.3,0.9,0.012,0,0,0
24/01/2012,23:00,77,2.3,15.3,0.8,0.012,0,0.001,0.001
25/01/2012,0:00,141,1.6,30.5,0.8,,,,
25/01/2012,1:00,81,2.4,17.6,0.9,0.014,0.001,0.001,0.002
25/01/2012,2:00,106,2.3,13.7,0.6,0.016,0.001,0.002,0.002
25/01/2012,3:00,116,2.5,20.1,0.7,0.016,0.001,0.001,0.002
25/01/2012,4:00,157,2.8,11.6,0.5,0.015,0.001,0.004,0.004
25/01/2012,5:00,161,2.4,10.2,0.6,0.012,0.001,0.005,0.006
25/01/2012,6:00,162,2.6,11.7,0.5,0.009,0.002,0.004,0.006
25/01/2012,7:00,164,2.8,8.9,0.5,0.01,0.001,0.003,0.004
25/01/2012,8:00,154,2.6,9.6,0.6,0.012,0.001,0.002,0.003
25/01/2012,9:00,156,2.3,10.7,0.5,0.012,0.001,0.001,0.002
25/01/2012,10:00,184,1.7,21.9,0.5,0.012,0,0.001,0.001
25/01/2012,11:00,166,2.6,13.2,0.6,0.012,0.001,0.001,0.002
25/01/2012,12:00,168,2.2,17.3,0.6,0.012,0,0.001,0.001
25/01/2012,13:00,142,2.5,17.2,0.7,0.012,0.001,0,0.001
25/01/2012,14:00,150,2.4,19.9,0.7,0.014,0,0,0
25/01/2012,15:00,136,0.8,116.3,1,0.017,0,0.001,0.001
25/01/2012,16:00,48,1.8,32.4,0.7,0.017,0.001,0.002,0.003
25/01/2012,17:00,77,2.1,15.2,0.6,0.016,0.001,0.004,0.005
25/01/2012,18:00,103,1.5,22.3,0.4,0.011,0.002,0.006,0.008
25/01/2012,19:00,110,1.8,8.6,0.3,0.007,0.003,0.007,0.01
25/01/2012,20:00,113,1.3,13.2,0.5,0.006,0.002,0.007,0.009
25/01/2012,21:00,123,1.1,17.7,0.4,0.004,0.003,0.008,0.01
25/01/2012,22:00,90,1.1,29.9,0.2,0.004,0.004,0.007,0.01
25/01/2012,23:00,256,0.6,68,0.5,0.004,0.001,0.005,0.005
26/01/2012,0:00,171,0.7,54.1,0.3,,,,
26/01/2012,1:00,193,1.3,26.1,0.4,0.005,0,0.004,0.004
26/01/2012,2:00,163,1.5,32.3,0.6,0.003,0.001,0.003,0.004
26/01/2012,3:00,161,1.9,12.9,0.5,0.004,0,0.002,0.002
26/01/2012,4:00,186,1.7,17,0.4,0.005,0,0.001,0.001
26/01/2012,5:00,212,1.7,11.4,0.5,0.005,0,0.001,0.001
26/01/2012,6:00,198,1.5,17.9,0.5,0.006,0,0.001,0.001
26/01/2012,7:00,170,1.8,16.4,0.5,0.008,0.001,0.001,0.001
26/01/2012,8:00,97,1.4,31.8,0.5,0.011,0.001,0.001,0.001
26/01/2012,9:00,39,1,50.8,0.6,0.015,0,0.001,0.001
26/01/2012,10:00,310,0.7,68.9,0.6,0.021,0,0,0
26/01/2012,11:00,204,0.9,61.3,0.6,0.025,0,0,0
26/01/2012,12:00,21,0.5,131.5,0.7,0.027,0,0,0
26/01/2012,13:00,56,1.5,43,0.9,0.028,0,0,0
26/01/2012,14:00,84,1.9,36,0.9,0.028,0,0.001,0.001
26/01/2012,15:00,69,2.9,17,0.9,0.04,0,0.001,0.001
26/01/2012,16:00,56,3.7,16,1,0.032,0,0.003,0.003
26/01/2012,17:00,79,4.4,13.9,1.3,0.023,0,0.002,0.002
26/01/2012,18:00,82,4,13.7,1.1,0.018,0.001,0.001,0.002
26/01/2012,19:00,81,2.8,14.9,0.9,0.013,0.001,0.002,0.003
26/01/2012,20:00,84,2.8,12.7,0.8,0.012,0.001,0.001,0.002
26/01/2012,21:00,95,3.8,15.7,1,0.013,0.001,0.001,0.001
26/01/2012,22:00,122,2.3,14.2,0.6,0.01,0.001,0.002,0.003
26/01/2012,23:00,134,3,9.4,0.7,0.01,0.001,0.001,0.002
27/01/2012,0:00,131,2.9,8.4,0.6,,,,
27/01/2012,1:00,130,2.3,17.3,0.4,0.011,0.002,0.002,0.004
27/01/2012,2:00,161,2,12,0.4,0.011,0,0.002,0.002
27/01/2012,3:00,158,2.9,9.8,1.2,0.01,0,0.002,0.002
27/01/2012,4:00,165,3.3,10.9,0.7,0.01,0,0.001,0.001
27/01/2012,5:00,157,2.7,12,0.5,0.008,0.002,0.002,0.004
27/01/2012,6:00,162,3.2,11,0.8,0.009,0,0.002,0.002
27/01/2012,7:00,154,3.6,9.3,0.8,0.009,0.001,0.001,0.002
27/01/2012,8:00,119,1.7,40.5,1.2,0.008,0.002,0.002,0.004
27/01/2012,9:00,113,1.9,22.8,1.1,0.011,0.001,0.002,0.003
27/01/2012,10:00,115,3.1,16.8,0.9,0.017,0.001,0.002,0.003
27/01/2012,11:00,119,2.2,12.6,0.5,0.017,0.002,0.003,0.004
27/01/2012,12:00,119,3.6,12.6,1.3,0.016,0.002,0.002,0.004
27/01/2012,13:00,115,5,10.3,1.2,0.012,0.002,0.001,0.003
27/01/2012,14:00,105,5.2,12.6,1.4,0.012,0.001,0.001,0.002
27/01/2012,15:00,107,3.8,14.7,1.3,0.011,0.002,0.001,0.003
27/01/2012,16:00,125,3.1,18.6,0.9,0.009,0.003,0.002,0.005
27/01/2012,17:00,108,1.9,14.5,1.1,0.007,0.004,0.003,0.007
27/01/2012,18:00,147,2.1,12.5,0.7,0.006,0.003,0.003,0.006
27/01/2012,19:00,116,2.2,23.1,0.9,0.007,0.002,0.002,0.004
27/01/2012,20:00,102,1.6,31.8,1,0.007,0.002,0.002,0.004
27/01/2012,21:00,127,2,20.7,1,0.007,0.001,0.002,0.003
27/01/2012,22:00,126,2.3,9.7,0.5,0.008,0.002,0.001,0.003
27/01/2012,23:00,145,2.2,11,0.4,0.007,0.001,0.002,0.003
28/01/2012,0:00,165,2.2,11.4,0.5,,,,
28/01/2012,1:00,152,2.3,6.6,0.5,0.006,0.001,0.002,0.002
28/01/2012,2:00,150,2.4,8,0.4,0.006,0.001,0.002,0.002
28/01/2012,3:00,164,2.1,10.9,0.5,0.005,0,0.002,0.002
28/01/2012,4:00,163,2.5,8.3,0.4,0.005,0.001,0.002,0.003
28/01/2012,5:00,153,3.1,6.3,0.5,0.006,0.001,0.001,0.002
28/01/2012,6:00,162,2.6,10.3,0.6,0.006,0.001,0.001,0.002
28/01/2012,7:00,164,2.8,12.3,0.7,0.006,0.001,0.001,0.002
28/01/2012,8:00,144,3,15.6,0.6,0.008,0.001,0.001,0.002
28/01/2012,9:00,133,2.2,27.8,0.9,0.009,0.002,0.001,0.003
28/01/2012,10:00,132,3,16.3,0.7,0.009,0.001,0.001,0.002
28/01/2012,11:00,123,3.4,13.3,0.8,0.01,0.001,0,0.001
28/01/2012,12:00,104,3.3,14.2,0.9,0.011,0.001,0,0.001
28/01/2012,13:00,102,3.5,12.8,0.9,0.012,0.001,0,0.001
28/01/2012,14:00,114,2.3,17.1,0.8,0.01,0.001,0.001,0.002
28/01/2012,15:00,124,3.3,15.2,0.8,0.009,0.001,0.001,0.002
28/01/2012,16:00,110,3.5,11.9,0.9,0.009,0.001,0.001,0.002
28/01/2012,17:00,121,3.2,11.1,0.7,0.008,0.001,0.001,0.002
28/01/2012,18:00,116,3,9.7,0.7,0.008,0.002,0.001,0.002
28/01/2012,19:00,126,2.6,8.2,0.6,0.007,0.001,0.001,0.002
28/01/2012,20:00,134,2.1,11.2,0.4,0.006,0.002,0.001,0.003
28/01/2012,21:00,148,2.1,8.4,0.4,0.006,0.002,0.002,0.004
28/01/2012,22:00,151,2.3,16,0.5,0.006,0.001,0.002,0.003
28/01/2012,23:00,171,2.7,11.7,0.7,0.005,0,0.002,0.002
29/01/2012,0:00,172,2.6,14.4,0.7,,,,
29/01/2012,1:00,165,3.2,13.3,1,0.007,0,0.001,0.001
29/01/2012,2:00,160,3.5,7.8,0.7,0.007,0,0,0
29/01/2012,3:00,169,3.3,9.7,0.7,0.008,0,0,0
29/01/2012,4:00,174,3.1,13.8,1,0.008,0,0,0
29/01/2012,5:00,174,2.2,17.7,0.7,0.007,0,0.001,0.001
29/01/2012,6:00,164,3.4,12.6,1,0.008,0,0.001,0.001
29/01/2012,7:00,153,4,6.7,0.7,0.008,0.001,0,0.001
29/01/2012,8:00,159,4,8.4,0.8,0.008,0,0.001,0.001
29/01/2012,9:00,156,2.9,15.6,1.1,0.008,0.001,0.001,0.001
29/01/2012,10:00,7,1.3,171.8,0.7,0.008,0.001,0.001,0.002
29/01/2012,11:00,5,1,170.7,0.8,0.009,0.002,0.002,0.003
29/01/2012,12:00,120,1.6,30.2,0.6,0.012,0.001,0.001,0.002
29/01/2012,13:00,68,1.8,26.3,0.7,0.012,0.001,0.001,0.002
29/01/2012,14:00,25,2.3,161.9,0.9,0.011,0.001,0.002,0.003
29/01/2012,15:00,42,1.9,28.6,0.7,0.01,0.001,0.001,0.002
29/01/2012,16:00,110,1.2,17.4,0.6,0.008,0.002,0.003,0.005
29/01/2012,17:00,119,0.6,71.2,0.5,0.006,0.001,0.003,0.004
29/01/2012,18:00,83,2.2,12.3,0.6,0.007,0.002,0.002,0.004
29/01/2012,19:00,72,2.3,13.4,0.6,0.007,0.001,0.002,0.003
29/01/2012,20:00,65,1.8,14.9,0.6,0.006,0.002,0.002,0.004
29/01/2012,21:00,73,2.2,13.8,0.6,0.006,0.002,0.002,0.004
29/01/2012,22:00,66,2.4,16.1,0.7,0.006,0.001,0.001,0.002
29/01/2012,23:00,48,1.9,14.8,0.7,0.006,0.001,0.001,0.002
30/01/2012,0:00,67,1.9,16.7,0.6,,,,
30/01/2012,1:00,55,1.7,16.3,0.5,0.005,0.001,0.002,0.003
30/01/2012,2:00,48,2.3,17.8,1,0.006,0,0.002,0.002
30/01/2012,3:00,45,1.6,15.5,0.5,0.007,0.001,0.001,0.001
30/01/2012,4:00,74,1.1,20.7,0.3,0.005,0.002,0.002,0.004
30/01/2012,5:00,136,1,16.9,0.2,0.002,0.01,0.006,0.016
30/01/2012,6:00,182,0.8,15.3,0.3,0.004,0.002,0.003,0.004
30/01/2012,7:00,136,1.1,28.4,0.4,0.005,0.004,0.003,0.007
30/01/2012,8:00,57,1.2,42,0.5,0.006,0.003,0.003,0.006
30/01/2012,9:00,26,2.3,17.6,1.3,0.007,0.003,0.003,0.005
30/01/2012,10:00,24,3.2,14.6,1,0.01,0.001,0.001,0.002
30/01/2012,11:00,31,3,12.8,0.9,0.012,0.001,0.002,0.003
30/01/2012,12:00,32,2.9,14.8,1.2,0.013,0.002,0.002,0.003
30/01/2012,13:00,23,3.9,15.8,1.1,0.016,0.001,0.001,0.002
30/01/2012,14:00,30,3.8,14.5,1,0.017,0.001,0.001,0.002
30/01/2012,15:00,44,3.4,15.8,1.1,0.015,0.001,0.002,0.003
30/01/2012,16:00,49,3.6,16.3,1.1,0.014,0.001,0.003,0.004
30/01/2012,17:00,43,3.5,16.2,1,0.01,0.002,0.005,0.007
30/01/2012,18:00,40,3.1,11.4,0.9,0.008,0.001,0.003,0.004
30/01/2012,19:00,44,3.1,11.1,0.8,0.006,0.001,0.004,0.005
30/01/2012,20:00,42,3.1,11.5,0.8,0.007,0.001,0.004,0.005
30/01/2012,21:00,41,2.5,10.7,0.6,0.005,0.001,0.003,0.004
30/01/2012,22:00,45,1.9,11.9,0.5,0.005,0.001,0.003,0.004
30/01/2012,23:00,51,1.7,11.9,0.5,0.005,0,0.002,0.002
31/01/2012,0:00,46,1.4,12,0.4,,,,
