Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
10/01/2011,09:00,99,3.0,15.3,0.9,26.9,65.4,0.0,1000,,,,0.003,,,5
10/01/2011,10:00,83,3.1,18.6,0.8,27.4,62.0,0.0,1000,,,,0.001,7.5,3.8,4
10/01/2011,11:00,53,4.0,15.8,0.9,27.7,62.5,0.0,1000,,,,0.001,10.4,-0.9,7
10/01/2011,12:00,53,4.6,15.8,1.0,28.1,58.7,0.0,1000,,,,0.001,19.0,-1.9,7
10/01/2011,13:00,56,5.2,15.8,1.1,28.2,59.1,0.0,999,,,,0.001,24.2,6.9,8
10/01/2011,14:00,45,4.8,16.1,1.0,28.3,56.3,0.0,999,,,,0.001,27.9,8.5,7
10/01/2011,15:00,63,4.2,21.0,1.0,28.2,56.2,0.0,999,,,,0.000,18.7,8.1,5
10/01/2011,16:00,48,4.2,22.3,1.0,27.9,64.1,0.0,998,,,,0.000,13.0,5.0,7
10/01/2011,17:00,37,3.6,18.9,0.7,27.7,64.4,0.0,999,,,,0.001,13.3,4.3,5
10/01/2011,18:00,65,3.4,9.3,0.7,27.1,68.0,0.0,999,,,,0.001,9.0,2.3,6
10/01/2011,19:00,71,2.6,10.1,0.5,26.8,69.4,0.0,1000,,,,0.001,10.5,5.5,6
10/01/2011,20:00,80,2.0,16.2,0.5,26.6,71.4,0.0,1000,,,,0.001,12.9,2.8,9
10/01/2011,21:00,69,2.3,6.5,0.4,26.4,74.8,0.0,1001,,,,0.001,11.4,0.8,7
10/01/2011,22:00,76,2.1,7.5,0.4,26.3,77.2,0.0,1001,,,,0.001,7.9,2.5,7
10/01/2011,23:00,73,2.4,7.8,0.4,26.4,76.8,0.0,1001,,,,0.001,8.4,2.0,7
11/01/2011,00:00,90,1.4,22.6,0.6,26.2,77.5,0.0,1001,,,,,9.4,2.1,
11/01/2011,01:00,141,1.0,25.7,0.3,25.5,80.6,0.0,1000,,,,0.001,9.3,3.0,6
11/01/2011,02:00,161,1.4,25.2,0.5,24.8,83.8,0.0,1000,,,,0.000,8.0,3.3,7
11/01/2011,03:00,211,1.0,24.3,0.4,24.0,86.4,0.0,1000,,,,0.000,11.4,6.7,7
11/01/2011,04:00,206,1.8,6.2,0.3,23.7,88.0,0.0,1000,,,,0.000,7.7,3.2,7
11/01/2011,05:00,203,1.6,8.9,0.4,23.3,89.2,0.0,1001,,,,0.000,11.9,6.4,9
11/01/2011,06:00,205,1.6,11.3,0.4,23.9,87.7,0.0,1002,,,,0.000,7.2,1.7,9
11/01/2011,07:00,208,1.4,15.4,0.4,25.5,82.1,0.0,1002,,,,0.000,15.1,9.1,8
11/01/2011,08:00,47,1.1,137.2,1.1,27.9,68.8,0.0,1002,,,,0.000,9.0,2.2,8
11/01/2011,09:00,47,3.1,22.1,1.1,28.5,63.7,0.0,1003,,,,0.000,9.8,1.5,7
11/01/2011,10:00,52,2.8,25.9,1.1,29.0,57.6,0.0,1003,,,,0.000,6.2,-1.7,5
11/01/2011,11:00,36,2.9,23.0,1.2,29.4,55.1,0.0,1002,,,,0.000,,,6
11/01/2011,12:00,40,3.8,16.3,1.1,29.9,50.6,0.0,1002,,,,0.000,,,8
11/01/2011,13:00,42,4.4,15.6,0.9,29.9,51.4,0.0,1001,,,,0.000,22.7,2.9,4
11/01/2011,14:00,46,4.9,13.7,1.0,29.6,56.3,0.0,1000,,,,0.000,13.8,5.1,5
11/01/2011,15:00,54,4.3,16.7,0.9,29.3,59.2,0.0,1000,,,,0.000,9.4,2.7,5
11/01/2011,16:00,55,4.6,16.0,0.9,29.1,61.4,0.0,1000,,,,0.000,7.7,-0.6,5
11/01/2011,17:00,57,4.7,12.3,0.7,28.6,62.4,0.0,1001,,,,0.000,16.3,4.2,4
11/01/2011,18:00,67,4.2,9.0,0.8,28.2,64.1,0.0,1001,,,,0.000,7.6,3.0,5
11/01/2011,19:00,67,3.7,8.2,0.6,27.9,66.0,0.0,1002,,,,0.000,2.7,-1.4,6
11/01/2011,20:00,78,3.6,9.5,0.6,27.8,67.4,0.0,1002,,,,0.001,6.0,-1.4,7
11/01/2011,21:00,89,4.1,9.7,0.8,27.6,70.1,0.0,1003,,,,0.000,20.3,8.1,7
11/01/2011,22:00,88,3.6,13.9,1.1,27.5,74.2,0.0,1003,,,,0.000,10.5,5.3,8
11/01/2011,23:00,95,4.0,7.5,1.1,27.2,76.7,0.0,1002,,,,0.000,10.0,3.7,8
12/01/2011,00:00,122,2.2,20.1,0.7,26.5,79.7,0.0,1002,,,,,10.4,4.4,
12/01/2011,01:00,137,2.0,14.6,0.6,25.6,82.3,0.0,1001,,,,0.001,10.5,4.5,8
12/01/2011,02:00,152,1.5,21.8,0.6,25.1,83.2,0.0,1001,,,,0.001,7.4,1.9,7
12/01/2011,03:00,181,1.1,19.1,0.3,24.6,85.2,0.0,1001,,,,0.001,7.7,3.2,7
12/01/2011,04:00,136,1.8,13.8,0.6,24.5,84.6,0.0,1001,,,,0.001,4.4,0.1,7
12/01/2011,05:00,149,1.7,19.7,0.6,24.7,84.3,0.0,1002,,,,0.001,5.5,-0.8,8
12/01/2011,06:00,137,2.1,14.1,0.8,25.9,80.0,0.0,1003,,,,0.000,,,7
12/01/2011,07:00,128,1.8,27.9,0.8,27.1,76.6,0.0,1003,,,,0.001,4.0,-1.8,8
12/01/2011,08:00,91,3.4,16.8,1.0,28.0,74.4,0.0,1003,,,,0.001,10.5,4.1,10
12/01/2011,09:00,93,4.0,15.0,1.3,28.2,75.5,0.0,1004,,,,0.001,8.7,1.3,12
12/01/2011,10:00,76,5.1,15.3,1.2,28.7,74.2,0.0,1004,,,,0.001,12.7,4.7,14
12/01/2011,11:00,63,5.7,11.3,1.4,28.3,74.9,0.2,1004,,,,0.001,,,12
12/01/2011,12:00,71,6.9,9.5,1.0,28.4,75.1,0.0,1003,,,,0.001,,,13
12/01/2011,13:00,72,6.8,10.0,1.2,27.9,76.2,0.0,1003,,,,0.001,10.6,-3.4,11
12/01/2011,14:00,95,6.5,13.6,1.3,27.5,79.8,0.3,1003,,,,0.001,10.5,-1.2,12
12/01/2011,15:00,99,6.1,9.3,1.1,26.9,81.7,0.0,1003,,,,0.001,9.8,-2.0,16
12/01/2011,16:00,106,6.5,10.5,1.5,26.4,84.2,0.0,1003,,,,0.001,13.0,2.8,14
12/01/2011,17:00,110,4.9,10.7,1.2,26.0,86.9,0.2,1003,,,,0.000,13.0,6.2,17
12/01/2011,18:00,93,7.0,7.4,1.5,26.5,82.7,0.0,1003,,,,0.001,13.1,2.0,19
12/01/2011,19:00,95,7.5,7.0,1.3,27.0,80.4,0.0,1004,,,,0.001,24.9,7.8,24
12/01/2011,20:00,94,8.5,6.6,1.5,27.1,77.4,0.0,1004,,,,0.001,32.6,9.8,21
12/01/2011,21:00,98,8.1,7.1,1.4,27.1,75.5,0.0,1005,,,,0.001,30.6,7.8,20
12/01/2011,22:00,96,6.5,8.2,1.2,27.0,75.0,0.0,1005,,,,0.001,28.4,5.2,20
12/01/2011,23:00,97,6.2,10.4,1.3,26.7,78.3,0.0,1005,,,,0.001,27.3,2.9,21
13/01/2011,00:00,110,3.9,16.4,1.3,26.0,81.8,0.0,1005,,,,,28.3,6.0,
13/01/2011,01:00,133,3.3,11.6,0.8,25.3,83.6,0.2,1004,,,,0.001,26.1,4.2,22
13/01/2011,02:00,132,3.5,12.2,0.9,25.1,82.5,0.0,1004,,,,0.001,23.2,0.5,21
13/01/2011,03:00,134,3.0,13.2,1.0,24.7,82.8,0.0,1004,,,,0.001,24.5,1.1,20
13/01/2011,04:00,133,3.1,13.2,0.9,24.3,82.7,0.0,1005,,,,0.001,25.2,2.7,19
13/01/2011,05:00,133,2.5,13.0,0.9,24.1,82.7,0.0,1006,,,,0.001,21.5,2.7,18
13/01/2011,06:00,127,3.1,13.1,0.9,24.7,80.1,0.0,1006,,,,0.001,27.8,8.3,18
13/01/2011,07:00,124,4.7,13.2,1.3,26.0,73.3,0.0,1007,,,,0.001,34.8,13.7,18
13/01/2011,08:00,110,5.8,12.6,2.0,27.1,66.9,0.0,1007,,,,0.002,27.0,4.4,17
13/01/2011,09:00,108,7.2,12.0,1.7,27.7,61.8,0.0,1007,,,,0.001,29.3,5.6,15
13/01/2011,10:00,101,7.7,11.9,1.3,28.4,56.6,0.0,1006,,,,0.001,27.0,5.8,14
13/01/2011,11:00,94,7.8,10.6,1.2,28.7,54.0,0.0,1006,,,,0.001,25.6,3.9,14
13/01/2011,12:00,94,8.4,11.3,1.4,28.7,51.7,0.0,1006,,,,0.001,23.7,-0.2,12
13/01/2011,13:00,91,8.8,12.6,1.2,28.8,50.6,0.0,1005,,,,0.001,,,12
13/01/2011,14:00,87,8.7,10.9,1.3,28.4,54.8,0.0,1004,,,,0.001,26.4,1.3,13
13/01/2011,15:00,93,8.6,12.4,1.6,28.6,52.3,0.0,1004,,,,0.001,31.6,-0.8,13
13/01/2011,16:00,93,8.5,11.5,1.3,28.3,54.3,0.0,1004,,,,0.001,37.8,6.7,13
13/01/2011,17:00,97,8.3,8.6,1.5,27.8,55.3,0.0,1004,,,,0.001,37.9,14.8,12
13/01/2011,18:00,102,7.3,7.2,1.3,27.3,55.7,0.0,1005,,,,0.001,21.1,4.4,12
13/01/2011,19:00,112,5.0,11.1,1.3,26.6,60.0,0.0,1005,,,,0.001,22.7,6.4,13
13/01/2011,20:00,115,4.5,10.7,1.2,26.1,66.6,0.0,1006,,,,0.003,21.7,4.2,15
13/01/2011,21:00,121,3.6,12.5,1.2,25.8,68.9,0.0,1006,,,,0.003,19.7,1.1,14
13/01/2011,22:00,132,2.8,13.7,0.9,25.3,71.1,0.0,1006,,,,0.002,17.7,1.9,13
13/01/2011,23:00,148,2.3,15.4,0.8,25.0,72.3,0.0,1006,,,,0.001,17.3,3.2,13
14/01/2011,00:00,147,2.1,15.1,0.7,24.6,73.7,0.0,1006,,,,,14.9,1.6,
14/01/2011,01:00,168,1.6,18.8,0.6,24.2,74.8,0.0,1005,,,,0.000,11.1,-3.6,13
14/01/2011,02:00,171,1.8,29.5,1.0,23.6,77.2,0.0,1005,,,,0.000,14.8,0.3,13
14/01/2011,03:00,190,1.7,18.3,0.6,23.0,80.1,0.0,1005,,,,0.000,17.8,4.3,13
14/01/2011,04:00,173,1.9,15.6,0.6,22.9,81.0,0.0,1005,,,,0.000,15.4,2.1,14
14/01/2011,05:00,144,2.3,13.7,0.7,23.5,78.3,0.0,1005,,,,0.000,19.3,4.4,16
14/01/2011,06:00,133,2.5,16.2,1.0,24.5,74.5,0.0,1005,,,,0.000,19.3,2.3,16
14/01/2011,07:00,131,3.3,16.9,0.9,25.7,70.4,0.0,1006,,,,0.000,23.0,3.5,16
14/01/2011,08:00,122,4.3,14.9,1.2,26.7,65.8,0.0,1005,,,,0.000,24.3,3.1,16
14/01/2011,09:00,113,4.1,25.6,1.4,27.7,59.9,0.0,1005,,,,0.002,25.9,6.3,16
14/01/2011,10:00,91,5.5,15.9,1.3,28.4,55.9,0.0,1005,,,,0.001,27.1,8.8,14
14/01/2011,11:00,86,6.6,11.9,1.2,28.3,55.5,0.0,1005,,,,0.001,28.8,8.4,14
14/01/2011,12:00,88,6.9,13.2,1.1,28.5,55.5,0.0,1004,,,,0.000,31.6,10.0,14
14/01/2011,13:00,86,6.9,11.9,1.1,28.6,55.3,0.0,1004,,,,0.000,,,12
14/01/2011,14:00,87,7.4,11.6,1.1,28.3,57.0,0.0,1003,,,,0.000,,,11
14/01/2011,15:00,90,8.3,10.1,1.2,28.0,59.5,0.0,1003,,,,0.000,16.1,-1.8,10
14/01/2011,16:00,92,8.2,8.9,1.2,27.2,64.5,0.0,1003,,,,0.000,16.7,1.4,10
14/01/2011,17:00,96,7.8,9.5,1.3,26.8,65.8,0.0,1004,,,,0.000,21.1,9.8,8
14/01/2011,18:00,105,6.1,9.4,1.3,26.4,64.2,0.0,1004,,,,0.000,12.6,6.1,8
14/01/2011,19:00,130,3.3,19.1,1.4,25.7,65.0,0.0,1005,,,,0.001,13.3,5.8,8
14/01/2011,20:00,141,2.6,21.1,0.9,25.1,66.6,0.0,1005,,,,0.001,12.6,6.1,9
14/01/2011,21:00,122,3.2,19.6,1.1,24.7,70.1,0.0,1005,,,,0.001,8.8,1.4,9
14/01/2011,22:00,140,2.6,15.7,0.9,24.4,70.8,0.0,1005,,,,0.001,,,9
14/01/2011,23:00,166,1.7,26.6,0.6,24.0,71.2,0.0,1005,,,,0.000,10.4,3.1,9
15/01/2011,00:00,181,1.5,18.0,0.5,23.8,72.5,0.0,1004,,,,,13.3,5.5,
15/01/2011,01:00,157,2.1,18.3,0.6,23.8,73.9,0.0,1004,,,,0.001,13.1,3.7,12
15/01/2011,02:00,144,2.5,15.9,0.9,23.7,75.3,0.0,1003,,,,0.001,16.6,3.8,14
15/01/2011,03:00,158,1.9,20.4,0.9,23.5,77.0,0.0,1003,,,,0.001,18.6,3.4,15
15/01/2011,04:00,173,1.8,14.6,0.6,23.0,78.1,0.0,1003,,,,0.001,18.5,2.7,14
15/01/2011,05:00,152,2.2,15.3,0.7,23.2,77.2,0.0,1004,,,,0.001,18.4,3.0,14
15/01/2011,06:00,144,2.8,15.0,0.9,23.8,74.6,0.0,1004,,,,0.001,19.2,4.0,14
15/01/2011,07:00,147,2.9,16.3,1.1,24.2,72.6,0.0,1004,,,,0.001,19.8,3.9,14
15/01/2011,08:00,137,3.4,16.9,1.1,25.6,67.1,0.0,1004,,,,0.001,22.4,5.0,14
15/01/2011,09:00,120,4.8,15.5,1.3,26.7,61.7,0.0,1004,,,,0.001,21.0,3.8,14
15/01/2011,10:00,104,4.2,18.8,1.2,27.4,59.2,0.0,1004,,,,0.001,18.7,1.7,14
15/01/2011,11:00,91,4.1,18.1,1.0,27.7,58.4,0.0,1004,,,,0.002,,,13
15/01/2011,12:00,86,5.0,13.3,1.0,27.7,58.1,0.0,1003,,,,0.001,23.7,7.0,13
15/01/2011,13:00,87,5.5,12.6,0.9,27.4,58.9,0.0,1002,,,,0.001,17.6,0.7,13
15/01/2011,14:00,84,6.1,11.7,1.0,27.7,54.7,0.0,1002,,,,0.001,,,11
15/01/2011,15:00,83,6.4,12.9,0.9,27.7,56.3,0.0,1001,,,,0.001,19.6,5.3,11
15/01/2011,16:00,90,6.3,10.5,1.1,27.2,60.1,0.0,1001,,,,0.001,15.6,1.4,11
15/01/2011,17:00,83,6.2,10.8,1.1,26.8,62.9,0.0,1001,,,,0.001,17.2,0.3,12
15/01/2011,18:00,85,6.5,8.7,1.1,26.5,64.2,0.0,1002,,,,0.001,,,12
15/01/2011,19:00,98,5.8,8.1,1.3,26.3,65.0,0.0,1003,,,,0.001,16.8,1.1,13
15/01/2011,20:00,99,5.0,8.4,1.0,26.2,66.8,0.0,1004,,,,0.001,27.8,11.3,15
15/01/2011,21:00,104,4.2,9.7,1.0,26.3,65.4,0.0,1004,,,,0.001,20.6,1.5,16
15/01/2011,22:00,129,2.2,15.3,0.8,25.7,67.9,0.0,1004,,,,0.001,27.0,5.5,17
15/01/2011,23:00,133,1.9,15.9,0.8,25.0,69.4,0.0,1004,,,,0.001,23.1,3.4,16
16/01/2011,00:00,164,1.2,19.8,0.4,24.1,71.0,0.0,1003,,,,,23.4,5.7,
16/01/2011,01:00,178,1.6,11.8,0.3,23.7,72.1,0.0,1002,,,,0.000,22.8,7.0,15
16/01/2011,02:00,177,1.8,10.2,0.4,23.3,73.2,0.0,1002,,,,0.000,19.6,4.8,14
16/01/2011,03:00,182,1.5,16.4,0.4,23.0,73.5,0.0,1002,,,,0.000,21.2,6.2,13
16/01/2011,04:00,181,1.6,14.3,0.4,22.7,73.2,0.0,1002,,,,0.000,18.7,4.0,13
16/01/2011,05:00,206,1.2,13.1,0.3,22.1,77.1,0.0,1002,,,,0.000,15.8,1.2,13
16/01/2011,06:00,187,1.8,25.6,0.9,23.0,73.4,0.0,1003,,,,0.000,17.1,3.2,13
16/01/2011,07:00,147,2.4,22.1,1.0,24.3,66.1,0.0,1003,,,,0.000,23.3,8.8,12
16/01/2011,08:00,147,3.1,18.7,1.2,24.6,64.4,0.0,1004,,,,0.000,20.8,6.7,12
16/01/2011,09:00,169,3.1,19.7,1.2,24.9,63.6,0.0,1004,,,,0.000,23.5,9.0,12
16/01/2011,10:00,151,2.8,25.6,1.2,25.9,57.3,0.0,1004,,,,0.000,14.7,-0.7,12
16/01/2011,11:00,128,2.3,24.7,0.9,26.9,51.9,0.0,1003,,,,0.000,19.0,3.6,12
16/01/2011,12:00,202,1.2,52.2,0.9,28.0,49.2,0.0,1002,,,,0.000,28.6,15.1,12
16/01/2011,13:00,2,1.2,122.6,1.4,28.6,48.1,0.0,1002,,,,0.001,,,13
16/01/2011,14:00,43,3.3,22.8,1.1,28.1,51.6,0.0,1001,,,,0.002,22.1,4.7,13
16/01/2011,15:00,62,4.1,16.6,1.0,27.4,57.1,0.0,1001,,,,0.001,11.5,-3.5,13
16/01/2011,16:00,56,4.5,11.9,0.9,27.7,57.5,0.0,1000,,,,0.002,20.9,4.9,14
16/01/2011,17:00,79,4.7,19.5,0.9,27.3,60.6,0.0,1001,,,,0.001,25.3,6.2,15
16/01/2011,18:00,90,5.2,7.6,0.8,26.8,61.9,0.0,1002,,,,0.000,24.4,6.8,14
16/01/2011,19:00,97,5.1,8.4,0.8,26.6,62.9,0.0,1002,,,,0.000,25.0,6.1,14
16/01/2011,20:00,107,3.1,10.9,0.7,26.3,63.5,0.0,1003,,,,0.000,26.1,7.5,15
16/01/2011,21:00,139,1.2,15.8,0.4,25.7,66.7,0.0,1003,,,,0.000,22.2,4.8,16
16/01/2011,22:00,199,1.2,16.3,0.3,24.8,70.2,0.0,1003,,,,0.000,19.9,3.4,17
16/01/2011,23:00,194,1.1,11.6,0.2,24.0,73.8,0.0,1003,,,,0.000,17.2,1.8,16
17/01/2011,00:00,193,0.8,23.3,0.3,23.2,77.6,0.0,1002,,,,,13.6,0.0,
17/01/2011,01:00,205,1.5,10.4,0.3,22.7,79.3,0.0,1002,,,,0.001,17.8,4.5,15
17/01/2011,02:00,191,0.9,28.3,0.5,22.2,82.1,0.0,1002,,,,0.000,17.1,2.9,15
17/01/2011,03:00,198,1.7,9.8,0.4,22.0,83.8,0.0,1002,,,,0.000,20.1,7.5,15
17/01/2011,04:00,198,1.7,12.0,0.4,21.8,85.3,0.0,1002,,,,0.000,17.6,4.3,15
17/01/2011,05:00,197,2.1,11.9,0.6,21.5,86.8,0.0,1003,,,,0.000,15.2,3.2,15
17/01/2011,06:00,199,2.5,10.1,0.7,22.1,84.6,0.0,1003,,,,0.001,16.3,5.1,15
17/01/2011,07:00,197,2.0,18.0,0.7,24.4,74.6,0.0,1004,,,,0.001,14.1,1.4,16
17/01/2011,08:00,211,1.5,27.8,0.6,26.6,59.8,0.0,1004,,,,0.001,18.3,4.4,14
17/01/2011,09:00,212,0.6,88.7,0.8,28.3,49.0,0.0,1004,,,,0.001,17.1,4.5,13
17/01/2011,10:00,290,1.1,69.1,1.1,29.2,49.5,0.0,1003,,,,0.001,30.1,18.1,17
17/01/2011,11:00,327,2.6,39.7,1.5,29.7,49.0,0.0,1003,,,,0.002,31.2,12.5,18
17/01/2011,12:00,356,3.0,30.9,1.3,30.4,47.8,0.0,1002,,,,0.002,34.9,12.8,20
17/01/2011,13:00,42,5.2,13.9,1.0,29.9,54.8,0.0,1001,,,,0.002,48.4,17.4,22
17/01/2011,14:00,42,5.6,11.9,1.1,29.6,57.0,0.0,1000,,,,0.001,42.1,13.7,19
17/01/2011,15:00,32,5.5,12.0,1.0,29.2,59.3,0.0,1000,,,,0.000,38.6,11.1,19
17/01/2011,16:00,14,5.1,175.2,1.1,29.2,60.4,0.0,1000,,,,0.001,38.1,6.4,19
17/01/2011,17:00,4,4.6,10.8,0.9,28.7,63.0,0.0,1000,,,,0.000,30.4,7.5,18
17/01/2011,18:00,340,4.3,10.1,0.9,28.3,64.1,0.0,1001,,,,0.000,23.3,8.2,18
17/01/2011,19:00,340,4.0,7.6,0.8,27.6,69.4,0.0,1001,,,,0.001,22.0,6.9,18
17/01/2011,20:00,343,3.3,10.6,0.8,27.1,74.3,0.0,1002,,,,0.001,23.0,5.0,19
17/01/2011,21:00,350,2.1,9.6,0.5,27.0,75.2,0.0,1002,,,,0.000,19.7,2.4,19
17/01/2011,22:00,345,1.9,12.8,0.5,26.9,74.6,0.0,1002,,,,0.000,20.8,4.3,18
17/01/2011,23:00,312,2.1,12.1,0.6,26.7,75.2,0.0,1002,,,,0.000,21.0,4.9,18
18/01/2011,00:00,281,1.3,44.4,0.8,26.2,77.4,0.0,1002,,,,,17.7,2.5,
18/01/2011,01:00,272,2.5,13.4,0.8,26.3,67.1,0.0,1001,,,,0.000,11.9,0.4,14
18/01/2011,02:00,274,1.3,23.6,0.5,25.8,68.1,0.0,1001,,,,0.000,10.6,1.3,13
18/01/2011,03:00,323,1.5,15.9,0.6,25.5,71.6,0.0,1001,,,,0.000,17.5,7.1,15
18/01/2011,04:00,296,1.9,11.8,0.6,25.0,75.4,0.0,1001,,,,0.000,17.9,4.0,15
18/01/2011,05:00,295,1.6,9.2,0.4,24.9,77.6,0.0,1002,,,,0.000,13.9,1.0,16
18/01/2011,06:00,300,1.7,23.6,0.7,25.8,75.0,0.0,1002,,,,0.000,16.1,2.9,16
18/01/2011,07:00,264,1.2,27.9,0.5,26.4,71.6,0.0,1003,,,,0.001,21.9,5.8,17
18/01/2011,08:00,281,2.1,15.0,0.8,27.5,66.1,0.0,1003,,,,0.001,20.1,5.4,18
18/01/2011,09:00,273,2.7,17.0,0.9,28.7,62.2,0.0,1003,,,,0.000,23.2,4.4,18
18/01/2011,10:00,246,2.5,19.1,0.8,29.5,60.5,0.0,1003,,,,0.000,16.2,2.6,17
18/01/2011,11:00,247,2.9,18.5,1.0,29.8,60.3,0.0,1003,,,,0.000,17.7,7.9,17
18/01/2011,12:00,247,2.3,19.3,0.9,30.2,59.3,0.0,1002,,,,0.000,13.2,3.7,18
18/01/2011,13:00,258,1.7,26.0,0.8,30.7,59.3,0.0,1001,,,,0.000,17.9,7.2,18
18/01/2011,14:00,234,2.0,25.3,0.8,30.8,57.9,0.0,1001,,,,0.000,17.4,7.4,18
18/01/2011,15:00,236,1.7,18.2,0.7,30.4,59.4,0.0,1000,,,,0.000,18.7,10.9,20
18/01/2011,16:00,227,1.1,31.4,0.6,29.7,65.5,0.1,1000,,,,0.000,16.2,6.4,21
18/01/2011,17:00,265,0.9,45.3,0.5,29.4,67.6,0.0,1000,,,,0.000,16.8,8.9,23
18/01/2011,18:00,319,1.8,20.2,0.6,29.2,70.7,0.0,1001,,,,0.000,16.0,8.5,22
18/01/2011,19:00,16,1.4,171.9,0.4,28.9,72.5,0.0,1002,,,,0.000,13.4,2.1,26
18/01/2011,20:00,334,2.2,12.0,0.6,28.6,73.9,0.0,1002,,,,0.000,17.2,3.6,22
18/01/2011,21:00,316,2.4,11.4,0.7,28.1,78.2,0.0,1003,,,,0.000,14.7,2.5,19
18/01/2011,22:00,290,1.3,21.7,0.5,27.6,79.8,0.0,1004,,,,0.000,10.2,-0.3,20
18/01/2011,23:00,309,2.1,16.6,0.7,27.7,80.2,0.0,1003,,,,0.000,12.2,2.3,23
19/01/2011,00:00,251,1.2,33.6,0.5,27.3,80.1,0.0,1003,,,,,16.5,6.0,
19/01/2011,01:00,243,1.5,15.5,0.5,26.6,77.1,0.0,1002,,,,0.001,13.2,5.8,19
19/01/2011,02:00,234,1.5,22.3,0.6,26.2,72.6,0.0,1002,,,,0.001,11.5,4.5,16
19/01/2011,03:00,230,1.2,35.6,0.6,26.2,72.4,0.0,1002,,,,0.001,4.7,-0.4,16
19/01/2011,04:00,168,1.1,28.9,0.4,25.4,81.5,0.0,1002,,,,0.001,12.3,5.3,18
19/01/2011,05:00,122,1.4,29.5,0.7,25.1,83.3,0.0,1002,,,,0.001,11.1,5.8,17
19/01/2011,06:00,104,1.5,20.3,0.6,25.9,80.1,0.0,1003,,,,0.001,10.3,5.2,15
19/01/2011,07:00,42,1.8,31.4,0.8,27.3,72.8,0.0,1003,,,,0.001,14.7,6.9,17
19/01/2011,08:00,44,1.9,25.8,0.8,28.0,70.0,0.0,1004,,,,0.001,18.6,7.6,21
19/01/2011,09:00,326,2.0,34.6,0.8,29.1,63.4,0.0,1004,,,,0.005,25.5,14.8,21
19/01/2011,10:00,337,2.0,44.7,1.2,30.3,57.4,0.0,1003,,,,0.003,23.6,12.1,25
19/01/2011,11:00,15,3.2,169.6,1.7,30.6,57.7,0.0,1003,,,,0.002,,,28
19/01/2011,12:00,45,4.0,31.9,2.1,29.5,65.2,0.5,1003,,,,0.002,,,31
19/01/2011,13:00,31,3.5,21.6,1.1,29.6,64.5,0.0,1002,,,,0.001,45.8,-1.3,28
19/01/2011,14:00,34,5.1,14.3,0.9,29.8,64.2,0.0,1002,,,,0.001,89.6,5.8,38
19/01/2011,15:00,34,5.7,13.7,0.9,29.5,65.7,0.0,1001,,,,0.001,149.1,12.7,30
19/01/2011,16:00,44,5.1,12.9,1.0,28.9,69.3,0.0,1001,,,,0.001,76.1,3.6,22
19/01/2011,17:00,29,3.3,15.4,1.1,28.4,72.5,0.0,1002,,,,0.001,18.4,-1.6,16
19/01/2011,18:00,355,0.8,101.4,0.9,28.0,72.2,0.0,1002,,,,0.001,8.2,1.1,15
19/01/2011,19:00,8,3.2,169.2,0.9,28.0,71.5,0.0,1003,,,,0.001,12.0,5.9,15
19/01/2011,20:00,217,0.6,54.7,0.4,27.3,75.1,0.0,1003,,,,0.001,14.7,7.3,16
19/01/2011,21:00,208,1.4,41.9,0.8,26.2,80.6,0.0,1003,,,,0.001,13.6,6.1,17
19/01/2011,22:00,189,1.6,22.2,0.7,25.2,85.8,0.0,1003,,,,0.001,11.6,5.0,18
19/01/2011,23:00,201,1.2,19.7,0.5,25.2,85.4,0.0,1003,,,,0.001,7.4,1.2,20
20/01/2011,00:00,188,1.2,27.8,0.5,25.1,85.9,0.0,1002,,,,,10.2,3.6,
20/01/2011,01:00,191,1.6,16.8,0.6,25.0,86.7,0.0,1002,,,,0.000,8.9,0.7,21
20/01/2011,02:00,211,1.8,14.9,0.9,24.9,87.5,0.0,1002,,,,0.000,11.2,2.0,23
20/01/2011,03:00,207,1.2,40.0,0.8,24.4,89.4,0.0,1002,,,,0.000,12.8,4.2,27
20/01/2011,04:00,84,0.6,57.5,0.4,24.5,89.2,0.0,1001,,,,0.000,15.0,4.4,26
20/01/2011,05:00,178,1.5,26.7,0.6,24.7,88.8,0.0,1002,,,,0.000,14.1,5.6,24
20/01/2011,06:00,187,1.6,18.3,0.5,24.8,88.4,0.0,1003,,,,0.000,14.3,6.1,23
20/01/2011,07:00,156,1.6,28.2,0.6,25.9,83.4,0.0,1003,,,,0.000,16.2,7.4,22
20/01/2011,08:00,123,1.8,24.5,0.7,27.1,69.9,0.0,1003,,,,0.000,11.6,4.1,21
20/01/2011,09:00,128,2.8,15.6,0.8,26.6,71.6,0.0,1004,,,,0.001,22.8,16.1,23
20/01/2011,10:00,113,4.1,14.5,1.1,27.1,68.1,0.0,1004,,,,0.005,25.3,19.4,21
20/01/2011,11:00,123,3.7,14.6,1.0,26.9,70.1,0.0,1003,,,,0.003,27.6,21.2,17
