Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3),Visibility-reducing particles (Mm^-1)
17/01/2010,14:00,94,3.0,25.0,1.3,31.2,12.8,8
17/01/2010,15:00,85,2.5,30.4,1.1,31.0,10.5,8
17/01/2010,16:00,70,2.1,31.4,1.0,30.5,10.9,8
17/01/2010,17:00,78,1.8,30.2,0.8,30.1,12.2,8
17/01/2010,18:00,64,1.2,35.1,0.6,28.7,15.1,8
17/01/2010,19:00,40,0.8,30.0,0.4,26.9,14.5,9
17/01/2010,20:00,348,0.5,161.8,0.3,26.2,17.6,10
17/01/2010,21:00,308,0.5,28.2,0.2,25.7,16.4,10
17/01/2010,22:00,298,0.6,27.2,0.3,25.1,8.9,8
17/01/2010,23:00,294,0.6,26.3,0.4,24.7,14.8,11
18/01/2010,00:00,256,0.5,37.1,0.4,24.3,9.7,
18/01/2010,01:00,242,0.7,17.4,0.3,23.5,8.0,8
18/01/2010,02:00,251,1.2,12.1,0.3,23.2,8.8,10
18/01/2010,03:00,256,1.2,16.5,0.4,23.0,9.1,12
18/01/2010,04:00,255,0.8,19.3,0.4,22.5,10.6,12
18/01/2010,05:00,259,0.9,23.9,0.4,22.4,13.9,14
18/01/2010,06:00,287,0.8,32.0,0.4,23.8,34.8,19
18/01/2010,07:00,0,0.7,32.5,0.3,26.7,64.0,26
18/01/2010,08:00,352,1.5,20.5,0.7,29.3,30.0,14
18/01/2010,09:00,352,2.4,24.0,0.8,31.4,16.7,12
18/01/2010,10:00,356,2.1,25.1,0.8,33.2,15.4,13
18/01/2010,11:00,0,2.2,25.5,0.9,33.9,13.9,11
18/01/2010,12:00,10,2.6,23.8,0.9,33.6,32.7,12
18/01/2010,13:00,19,2.3,26.7,0.9,34.0,32.7,13
18/01/2010,14:00,18,2.6,20.9,0.9,33.2,38.0,17
18/01/2010,15:00,17,3.1,18.7,1.1,32.2,45.2,13
18/01/2010,16:00,19,2.6,18.1,0.9,31.3,99.3,30
18/01/2010,17:00,15,2.5,18.7,0.9,29.7,43.2,15
18/01/2010,18:00,0,2.1,18.9,0.8,28.6,19.6,11
18/01/2010,19:00,2,2.0,17.9,0.8,28.0,15.4,10
18/01/2010,20:00,345,2.1,14.6,0.7,27.8,7.6,10
18/01/2010,21:00,345,2.0,13.2,0.6,27.5,11.5,10
18/01/2010,22:00,343,2.1,12.6,0.6,27.4,12.1,11
18/01/2010,23:00,339,1.4,14.3,0.4,27.1,10.8,12
19/01/2010,00:00,358,1.2,19.6,0.4,26.7,9.9,
19/01/2010,01:00,308,1.1,26.2,0.5,26.5,,15
19/01/2010,02:00,269,1.0,34.8,0.5,26.4,,14
19/01/2010,03:00,274,0.5,60.7,0.3,26.0,,15
19/01/2010,04:00,214,0.9,26.1,0.4,25.7,,16
19/01/2010,05:00,197,0.9,13.8,0.3,25.5,,19
19/01/2010,06:00,168,0.6,41.7,0.4,27.9,,29
19/01/2010,07:00,204,1.1,47.7,0.6,31.8,,28
19/01/2010,08:00,150,1.2,38.7,0.7,34.3,,33
19/01/2010,09:00,126,2.0,29.6,0.9,34.5,,45
19/01/2010,10:00,121,2.1,28.5,1.0,34.6,,52
19/01/2010,11:00,109,2.3,27.0,1.0,34.6,,50
19/01/2010,12:00,106,2.4,28.8,1.1,34.5,,56
19/01/2010,13:00,105,2.6,24.9,1.1,34.1,,44
19/01/2010,14:00,86,2.5,27.4,1.0,33.4,,36
19/01/2010,15:00,73,2.3,32.7,1.1,32.7,,40
19/01/2010,16:00,26,1.9,28.3,0.8,30.7,,44
19/01/2010,17:00,19,2.5,17.6,0.9,29.9,,25
19/01/2010,18:00,26,1.2,32.8,0.7,29.8,,23
19/01/2010,19:00,32,0.8,28.7,0.4,29.0,,27
19/01/2010,20:00,32,0.5,40.7,0.3,28.7,,18
19/01/2010,21:00,17,0.4,56.5,0.3,28.3,,16
19/01/2010,22:00,282,0.4,48.3,0.2,28.3,,16
19/01/2010,23:00,255,0.6,45.2,0.6,27.8,,21
20/01/2010,00:00,303,0.5,88.6,0.8,26.3,,
20/01/2010,01:00,275,0.2,101.0,0.3,26.2,,18
20/01/2010,02:00,236,0.6,24.4,0.3,26.0,,19
20/01/2010,03:00,192,0.8,18.4,0.3,26.0,,18
20/01/2010,04:00,190,0.7,38.8,0.3,26.1,,19
20/01/2010,05:00,238,0.9,23.9,0.3,25.6,,21
20/01/2010,06:00,222,0.8,17.5,0.3,26.3,,31
20/01/2010,07:00,148,1.4,38.2,1.0,31.1,,24
20/01/2010,08:00,123,2.3,27.0,0.9,32.6,,17
20/01/2010,09:00,118,2.6,22.7,1.1,32.6,,17
20/01/2010,10:00,,,,,,,
20/01/2010,11:00,,,,,,,
20/01/2010,12:00,,,,,,,
20/01/2010,13:00,,,,,,,
20/01/2010,14:00,,,,,,,
20/01/2010,15:00,,,,,,,
20/01/2010,16:00,,,,,,,
20/01/2010,17:00,,,,,,,
20/01/2010,18:00,,,,,,,
20/01/2010,19:00,,,,,,,
20/01/2010,20:00,,,,,,,
20/01/2010,21:00,,,,,,,
20/01/2010,22:00,,,,,,,
20/01/2010,23:00,,,,,,,
21/01/2010,00:00,,,,,,,
21/01/2010,01:00,,,,,,,
21/01/2010,02:00,,,,,,,
21/01/2010,03:00,,,,,,,
21/01/2010,04:00,,,,,,,
21/01/2010,05:00,,,,,,,
21/01/2010,06:00,,,,,,,
21/01/2010,07:00,,,,,,,
21/01/2010,08:00,,,,,,,
21/01/2010,09:00,,,,,,,
21/01/2010,10:00,,,,,,,
21/01/2010,11:00,,,,,,,
21/01/2010,12:00,,,,,,,
21/01/2010,13:00,,,,,,,
21/01/2010,14:00,,,,,,,
21/01/2010,15:00,,,,,,,
21/01/2010,16:00,,,,,,,
21/01/2010,17:00,,,,,,,
21/01/2010,18:00,,,,,,,
21/01/2010,19:00,,,,,,,
21/01/2010,20:00,,,,,,,
21/01/2010,21:00,,,,,,,
21/01/2010,22:00,,,,,,,
21/01/2010,23:00,,,,,,,
22/01/2010,00:00,,,,,,,
22/01/2010,01:00,,,,,,,
22/01/2010,02:00,,,,,,,
22/01/2010,03:00,,,,,,,
22/01/2010,04:00,,,,,,,
22/01/2010,05:00,,,,,,,
22/01/2010,06:00,,,,,,,
22/01/2010,07:00,,,,,,,
22/01/2010,08:00,,,,,,,
22/01/2010,09:00,,,,,,,
22/01/2010,10:00,,,,,,,
22/01/2010,11:00,,,,,,,
22/01/2010,12:00,,,,,,,
22/01/2010,13:00,,,,,,,
22/01/2010,14:00,,,,,,,
22/01/2010,15:00,,,,,,,
22/01/2010,16:00,,,,,,,
22/01/2010,17:00,,,,,,,
22/01/2010,18:00,,,,,,,
22/01/2010,19:00,,,,,,,
22/01/2010,20:00,,,,,,,
22/01/2010,21:00,,,,,,,
22/01/2010,22:00,,,,,,,
22/01/2010,23:00,,,,,,,
23/01/2010,00:00,,,,,,,
23/01/2010,01:00,,,,,,,
23/01/2010,02:00,,,,,,,
23/01/2010,03:00,,,,,,,
23/01/2010,04:00,,,,,,,
23/01/2010,05:00,,,,,,,
23/01/2010,06:00,,,,,,,
23/01/2010,07:00,,,,,,,
23/01/2010,08:00,,,,,,,
23/01/2010,09:00,,,,,,,
23/01/2010,10:00,,,,,,,
23/01/2010,11:00,,,,,,,
23/01/2010,12:00,,,,,,,
23/01/2010,13:00,,,,,,,
23/01/2010,14:00,,,,,,,
23/01/2010,15:00,,,,,,,
23/01/2010,16:00,,,,,,,
23/01/2010,17:00,,,,,,,
23/01/2010,18:00,,,,,,,
23/01/2010,19:00,,,,,,,
23/01/2010,20:00,,,,,,,
23/01/2010,21:00,,,,,,,
23/01/2010,22:00,,,,,,,
23/01/2010,23:00,,,,,,,
24/01/2010,00:00,,,,,,,
24/01/2010,01:00,,,,,,,
24/01/2010,02:00,,,,,,,
24/01/2010,03:00,,,,,,,
24/01/2010,04:00,,,,,,,
24/01/2010,05:00,,,,,,,
24/01/2010,06:00,,,,,,,
24/01/2010,07:00,,,,,,,
24/01/2010,08:00,,,,,,,
24/01/2010,09:00,,,,,,,
24/01/2010,10:00,,,,,,,
24/01/2010,11:00,,,,,,,
24/01/2010,12:00,,,,,,,
24/01/2010,13:00,,,,,,,
24/01/2010,14:00,,,,,,,
24/01/2010,15:00,,,,,,,
24/01/2010,16:00,,,,,,,
24/01/2010,17:00,,,,,,,
24/01/2010,18:00,,,,,,,
24/01/2010,19:00,,,,,,,
24/01/2010,20:00,,,,,,,
24/01/2010,21:00,,,,,,,
24/01/2010,22:00,,,,,,,
24/01/2010,23:00,,,,,,,
25/01/2010,00:00,,,,,,,
25/01/2010,01:00,,,,,,,
25/01/2010,02:00,,,,,,,
25/01/2010,03:00,,,,,,,
25/01/2010,04:00,,,,,,,
25/01/2010,05:00,,,,,,,
25/01/2010,06:00,,,,,,,
25/01/2010,07:00,,,,,,,
25/01/2010,08:00,,,,,,,
25/01/2010,09:00,,,,,,,
25/01/2010,10:00,,,,,,,
25/01/2010,11:00,,,,,,,
25/01/2010,12:00,,,,,,,
25/01/2010,13:00,,,,,,,
25/01/2010,14:00,,,,,,,
25/01/2010,15:00,,,,,,,
25/01/2010,16:00,,,,,,,
25/01/2010,17:00,,,,,,,
25/01/2010,18:00,,,,,,,
25/01/2010,19:00,,,,,,,
25/01/2010,20:00,,,,,,,
25/01/2010,21:00,,,,,,,
25/01/2010,22:00,,,,,,,
25/01/2010,23:00,,,,,,,
26/01/2010,00:00,,,,,,,
26/01/2010,01:00,,,,,,,
26/01/2010,02:00,,,,,,,
26/01/2010,03:00,,,,,,,
26/01/2010,04:00,,,,,,,
26/01/2010,05:00,,,,,,,
26/01/2010,06:00,,,,,,,
26/01/2010,07:00,,,,,,,
26/01/2010,08:00,,,,,,,
26/01/2010,09:00,,,,,,,
26/01/2010,10:00,,,,,,,
26/01/2010,11:00,,,,,,,
26/01/2010,12:00,,,,,,,
26/01/2010,13:00,,,,,,,
26/01/2010,14:00,,,,,,,
26/01/2010,15:00,,,,,,,
26/01/2010,16:00,,,,,,,
26/01/2010,17:00,,,,,,,
26/01/2010,18:00,,,,,,,
26/01/2010,19:00,,,,,,,
26/01/2010,20:00,,,,,,,
26/01/2010,21:00,,,,,,,
26/01/2010,22:00,,,,,,,
26/01/2010,23:00,,,,,,,
27/01/2010,00:00,,,,,,,
27/01/2010,01:00,,,,,,,
27/01/2010,02:00,,,,,,,
27/01/2010,03:00,,,,,,,
27/01/2010,04:00,,,,,,,
27/01/2010,05:00,,,,,,,
27/01/2010,06:00,,,,,,,
27/01/2010,07:00,,,,,,,
27/01/2010,08:00,,,,,,,
27/01/2010,09:00,,,,,,,
27/01/2010,10:00,,,,,,,
27/01/2010,11:00,,,,,,,
27/01/2010,12:00,,,,,,,
27/01/2010,13:00,,,,,,,
27/01/2010,14:00,100,3.5,22.4,1.4,28.9,,19
27/01/2010,15:00,102,3.3,22.6,1.4,29.4,,17
27/01/2010,16:00,109,3.2,20.6,1.2,28.8,,16
27/01/2010,17:00,106,3.1,21.2,1.3,28.6,,14
27/01/2010,18:00,104,2.5,20.0,1.1,26.8,34.0,15
27/01/2010,19:00,107,2.3,18.8,0.9,26.4,23.7,14
27/01/2010,20:00,101,2.3,21.1,1.0,26.3,17.0,13
27/01/2010,21:00,95,2.2,22.8,0.9,26.3,21.5,13
27/01/2010,22:00,92,1.9,21.5,0.9,26.1,22.1,14
27/01/2010,23:00,89,1.7,23.1,0.7,25.9,18.5,15
28/01/2010,00:00,97,1.6,23.9,0.7,26.0,20.6,
28/01/2010,01:00,103,1.7,20.6,0.8,25.7,21.0,15
28/01/2010,02:00,98,2.1,21.4,0.9,25.9,19.5,16
28/01/2010,03:00,89,2.0,23.5,0.8,25.8,18.3,15
28/01/2010,04:00,81,1.8,24.3,0.8,25.7,22.4,17
28/01/2010,05:00,85,1.6,24.9,0.8,25.7,28.7,16
28/01/2010,06:00,77,2.1,24.8,1.0,26.4,30.7,18
28/01/2010,07:00,81,2.4,25.7,1.0,27.4,29.0,17
28/01/2010,08:00,81,2.3,27.0,1.1,28.7,32.6,17
28/01/2010,09:00,86,2.3,26.2,1.0,28.7,33.3,18
28/01/2010,10:00,85,2.5,27.1,1.2,29.3,27.0,17
28/01/2010,11:00,86,2.9,27.7,1.3,30.2,23.4,16
28/01/2010,12:00,77,2.5,30.0,1.1,30.6,29.9,17
28/01/2010,13:00,79,2.1,33.0,1.0,30.5,38.6,18
28/01/2010,14:00,82,2.1,30.7,0.9,29.7,55.3,20
28/01/2010,15:00,94,2.1,27.9,1.0,30.0,63.4,20
28/01/2010,16:00,100,2.3,25.8,1.0,29.6,37.8,18
28/01/2010,17:00,96,2.8,23.3,1.2,28.0,28.0,17
28/01/2010,18:00,89,2.1,25.3,1.0,27.0,21.5,16
28/01/2010,19:00,88,1.7,22.8,0.8,26.6,19.4,15
28/01/2010,20:00,89,1.7,23.8,0.8,26.4,21.0,15
28/01/2010,21:00,93,1.7,22.6,0.7,26.4,18.5,15
28/01/2010,22:00,79,1.4,30.0,0.7,26.3,22.3,16
28/01/2010,23:00,84,1.4,27.7,0.7,26.1,21.2,15
29/01/2010,00:00,77,1.2,27.5,0.6,25.9,20.3,
29/01/2010,01:00,94,1.4,22.9,0.6,25.8,21.3,16
29/01/2010,02:00,104,1.3,18.3,0.6,25.5,20.0,15
29/01/2010,03:00,99,0.9,26.1,0.5,25.2,22.6,15
29/01/2010,04:00,236,0.7,80.4,0.7,24.0,20.2,14
29/01/2010,05:00,246,0.8,27.0,0.4,22.6,20.4,14
29/01/2010,06:00,280,0.9,33.8,0.4,24.3,42.2,19
29/01/2010,07:00,72,1.2,96.5,1.3,28.1,39.6,18
29/01/2010,08:00,81,2.6,25.0,1.1,29.9,37.7,16
29/01/2010,09:00,80,2.3,28.9,1.1,29.0,34.9,16
29/01/2010,10:00,78,2.1,28.8,1.0,30.1,66.2,21
29/01/2010,11:00,84,2.2,31.7,1.0,30.8,45.6,16
29/01/2010,12:00,78,2.1,31.1,1.0,30.3,57.2,17
29/01/2010,13:00,81,2.4,31.6,1.1,30.6,35.6,15
29/01/2010,14:00,74,2.1,29.5,1.1,29.3,81.0,25
29/01/2010,15:00,95,1.9,28.5,0.9,28.4,63.3,18
29/01/2010,16:00,99,1.7,23.9,0.8,28.1,20.4,14
29/01/2010,17:00,90,1.8,22.6,0.7,27.3,23.6,14
29/01/2010,18:00,88,1.1,30.4,0.6,26.8,21.2,13
29/01/2010,19:00,58,0.6,36.8,0.4,26.1,22.6,13
29/01/2010,20:00,44,0.4,37.7,0.3,25.7,23.5,13
29/01/2010,21:00,35,0.4,35.0,0.3,25.4,19.5,13
29/01/2010,22:00,4,0.4,179.4,0.2,25.0,20.0,14
29/01/2010,23:00,353,0.5,167.9,0.3,25.1,18.2,14
30/01/2010,00:00,56,1.2,34.0,0.7,25.7,15.6,
30/01/2010,01:00,45,0.8,33.8,0.5,25.4,14.9,13
30/01/2010,02:00,29,0.6,33.2,0.3,24.8,11.1,11
30/01/2010,03:00,233,0.9,38.7,0.5,24.2,16.5,12
30/01/2010,04:00,212,0.6,73.5,0.6,23.8,17.5,13
30/01/2010,05:00,48,1.4,32.7,0.8,25.1,21.0,13
30/01/2010,06:00,42,1.4,37.3,0.9,26.6,20.9,13
30/01/2010,07:00,63,1.8,30.3,0.9,27.3,18.0,13
30/01/2010,08:00,71,2.4,27.5,1.2,27.7,20.6,14
30/01/2010,09:00,72,3.1,26.4,1.4,27.2,24.0,15
30/01/2010,10:00,75,3.3,25.0,1.6,28.9,18.9,15
30/01/2010,11:00,60,2.2,33.9,1.3,28.8,22.0,16
30/01/2010,12:00,42,2.6,34.6,1.5,29.5,25.5,16
30/01/2010,13:00,77,3.2,29.1,1.5,26.4,20.5,14
30/01/2010,14:00,81,3.5,24.4,1.6,24.9,13.4,15
30/01/2010,15:00,83,3.2,27.9,1.6,23.4,14.6,20
30/01/2010,16:00,80,2.6,27.6,1.3,22.2,15.6,17
30/01/2010,17:00,90,3.5,22.3,1.4,22.3,12.5,15
30/01/2010,18:00,93,3.8,22.4,1.7,22.6,13.7,15
30/01/2010,19:00,88,4.3,21.7,1.9,22.6,16.6,16
30/01/2010,20:00,90,4.6,22.3,1.9,22.3,17.0,19
30/01/2010,21:00,93,4.9,21.7,2.0,22.1,15.4,17
30/01/2010,22:00,90,5.5,19.8,2.3,21.9,13.6,18
30/01/2010,23:00,88,5.3,22.7,2.1,22.3,22.2,25
31/01/2010,00:00,88,5.1,21.9,2.2,22.6,21.2,
31/01/2010,01:00,83,4.6,24.2,2.1,22.7,19.8,30
31/01/2010,02:00,79,4.4,24.5,2.2,22.6,23.1,28
31/01/2010,03:00,72,5.0,21.7,2.1,22.7,18.2,26
31/01/2010,04:00,70,3.8,31.5,1.8,23.2,12.4,20
31/01/2010,05:00,53,3.7,32.5,1.9,23.8,13.8,18
31/01/2010,06:00,33,3.9,33.2,2.1,24.1,,18
31/01/2010,07:00,43,3.3,33.6,1.9,24.6,,15
31/01/2010,08:00,28,4.4,25.9,2.1,24.9,,17
31/01/2010,09:00,7,4.9,171.4,1.6,25.6,,29
31/01/2010,10:00,2,4.7,20.2,1.6,27.6,,40
31/01/2010,11:00,359,4.4,17.9,1.8,28.3,,38
31/01/2010,12:00,0,4.1,16.9,1.5,29.3,,46
31/01/2010,13:00,357,4.7,18.0,1.7,30.3,,42
31/01/2010,14:00,351,6.4,13.2,2.0,29.8,33.5,34
31/01/2010,15:00,349,5.8,13.9,1.7,28.9,23.6,35
31/01/2010,16:00,346,6.6,11.4,1.7,28.8,29.8,36
31/01/2010,17:00,346,5.8,13.2,1.7,28.2,36.1,38
31/01/2010,18:00,348,4.7,12.8,1.5,27.4,37.4,40
31/01/2010,19:00,350,4.6,14.4,1.5,27.1,36.2,40
31/01/2010,20:00,343,4.7,13.4,1.3,27.1,38.6,42
31/01/2010,21:00,347,3.1,15.0,1.1,26.7,36.0,40
31/01/2010,22:00,344,1.7,21.1,0.8,26.4,26.7,31
31/01/2010,23:00,312,1.3,23.8,0.6,26.5,18.0,27
01/02/2010,00:00,318,1.8,25.5,1.1,26.3,24.2,
01/02/2010,01:00,317,0.9,46.8,0.6,24.3,,9
01/02/2010,02:00,262,0.6,38.8,0.4,23.7,,6
01/02/2010,03:00,327,0.2,97.4,0.4,23.8,7.3,7
01/02/2010,04:00,255,0.4,60.7,0.4,23.3,0.4,7
01/02/2010,05:00,157,0.1,93.9,0.2,23.0,2.5,8
01/02/2010,06:00,250,0.9,32.7,0.6,24.9,19.4,11
01/02/2010,07:00,259,1.3,26.7,0.5,28.1,20.3,9
01/02/2010,08:00,268,1.2,39.3,0.7,30.2,16.6,9
01/02/2010,09:00,241,2.3,23.6,0.8,31.8,,6
01/02/2010,10:00,246,1.9,32.9,0.9,32.8,,5
01/02/2010,11:00,263,1.4,44.2,0.8,33.6,,5
01/02/2010,12:00,354,1.4,151.0,1.0,33.4,,6
01/02/2010,13:00,27,2.2,25.9,0.9,30.2,11.8,6
01/02/2010,14:00,21,2.5,21.9,0.9,30.4,13.2,7
01/02/2010,15:00,9,2.3,179.0,0.8,30.3,5.7,6
01/02/2010,16:00,14,2.2,18.6,0.8,30.0,11.2,5
01/02/2010,17:00,16,2.3,17.5,0.9,28.3,13.7,5
01/02/2010,18:00,13,1.4,19.8,0.5,27.4,13.2,6
01/02/2010,19:00,348,1.2,25.2,0.5,26.4,14.6,7
01/02/2010,20:00,340,1.7,15.6,0.6,26.3,13.9,8
01/02/2010,21:00,309,1.4,14.2,0.5,26.4,14.2,8
01/02/2010,22:00,291,0.8,34.5,0.5,25.5,10.1,8
01/02/2010,23:00,314,0.7,28.4,0.4,25.2,9.5,8
02/02/2010,00:00,256,0.5,48.4,0.4,25.6,12.9,
02/02/2010,01:00,282,1.1,27.4,0.4,24.7,10.5,8
02/02/2010,02:00,277,1.0,24.6,0.4,24.5,,7
02/02/2010,03:00,279,1.2,29.7,0.5,24.5,,7
02/02/2010,04:00,259,1.2,22.6,0.4,24.2,8.3,8
02/02/2010,05:00,243,1.0,33.3,0.5,24.3,11.7,9
02/02/2010,06:00,273,1.5,30.7,0.7,25.0,23.2,13
02/02/2010,07:00,262,1.6,23.2,0.6,26.8,26.4,10
02/02/2010,08:00,226,1.3,35.7,0.6,29.9,81.0,12
02/02/2010,09:00,124,1.8,40.0,1.1,31.6,22.0,10
02/02/2010,10:00,116,3.1,18.8,1.1,31.2,20.5,8
02/02/2010,11:00,114,3.6,21.2,1.2,30.2,27.0,10
02/02/2010,12:00,118,3.4,19.5,1.2,30.5,35.3,11
02/02/2010,13:00,112,2.9,22.2,1.1,28.5,16.6,10
02/02/2010,14:00,102,2.2,29.8,1.0,30.3,4.5,8
02/02/2010,15:00,114,2.5,21.8,1.0,30.0,23.8,12
02/02/2010,16:00,117,2.2,23.6,0.9,30.4,15.0,11
02/02/2010,17:00,99,1.5,31.3,0.7,29.4,9.6,8
02/02/2010,18:00,87,1.2,31.8,0.6,28.0,8.9,7
02/02/2010,19:00,101,0.7,40.0,0.4,27.4,13.8,10
02/02/2010,20:00,345,0.4,145.1,0.4,26.7,28.7,13
02/02/2010,21:00,258,0.9,23.3,0.4,25.7,17.7,11
02/02/2010,22:00,220,0.8,17.5,0.2,25.3,17.6,11
02/02/2010,23:00,230,1.0,26.2,0.4,25.0,14.0,12
03/02/2010,00:00,246,0.5,49.0,0.3,24.3,10.9,
03/02/2010,01:00,206,0.7,22.6,0.3,24.2,12.8,11
03/02/2010,02:00,144,1.2,17.6,0.5,24.1,,4
03/02/2010,03:00,181,0.7,29.2,0.3,23.7,1.1,5
03/02/2010,04:00,239,0.7,18.3,0.3,22.7,2.2,6
03/02/2010,05:00,229,0.8,22.5,0.3,22.3,7.1,7
03/02/2010,06:00,250,0.6,32.4,0.2,25.8,29.0,9
03/02/2010,07:00,251,0.7,33.3,0.3,30.8,14.8,8
03/02/2010,08:00,229,1.2,38.4,0.6,31.9,17.0,10
03/02/2010,09:00,290,1.2,38.6,0.6,33.4,15.3,8
03/02/2010,10:00,293,1.6,42.1,0.9,33.7,,5
03/02/2010,11:00,264,1.6,39.4,0.9,34.7,9.8,7
03/02/2010,12:00,143,0.7,87.8,0.9,33.8,72.0,9
03/02/2010,13:00,19,2.0,29.4,0.9,32.5,41.7,10
03/02/2010,14:00,26,1.9,28.9,0.9,32.5,103.3,19
03/02/2010,15:00,25,2.1,27.0,0.9,32.3,72.2,13
03/02/2010,16:00,67,2.1,33.0,1.0,31.6,33.9,7
03/02/2010,17:00,89,2.3,25.3,0.9,30.5,21.3,5
03/02/2010,18:00,96,1.9,25.4,0.8,28.8,19.9,5
03/02/2010,19:00,108,1.7,22.1,0.7,27.7,21.8,6
03/02/2010,20:00,111,1.3,19.6,0.6,27.1,13.2,4
03/02/2010,21:00,126,1.1,20.7,0.4,26.5,6.5,4
03/02/2010,22:00,149,1.2,14.8,0.5,26.0,11.5,4
03/02/2010,23:00,138,1.6,14.4,0.5,25.7,10.8,4
04/02/2010,00:00,235,0.6,56.3,0.5,24.8,7.6,
04/02/2010,01:00,253,0.9,16.5,0.3,23.5,9.4,7
04/02/2010,02:00,225,0.8,16.5,0.3,23.3,8.3,6
04/02/2010,03:00,225,0.9,13.5,0.2,23.1,7.8,7
04/02/2010,04:00,206,0.8,31.3,0.3,23.0,12.5,8
04/02/2010,05:00,236,0.8,25.1,0.4,22.5,13.3,8
04/02/2010,06:00,234,1.0,13.2,0.3,25.0,45.1,15
04/02/2010,07:00,219,0.9,28.4,0.4,30.1,38.5,14
04/02/2010,08:00,255,0.4,86.4,0.5,32.7,79.7,15
04/02/2010,09:00,57,0.4,78.3,0.5,32.4,29.2,10
04/02/2010,10:00,76,1.5,40.0,0.8,31.4,25.4,10
04/02/2010,11:00,59,1.5,47.1,0.9,31.7,33.4,11
04/02/2010,12:00,90,2.2,26.6,0.9,31.9,29.7,10
04/02/2010,13:00,88,2.6,24.8,1.0,31.5,33.1,10
04/02/2010,14:00,84,2.5,26.7,1.2,31.0,46.8,11
04/02/2010,15:00,85,2.0,28.8,0.9,29.5,62.7,13
04/02/2010,16:00,96,1.7,31.5,0.8,29.1,47.9,10
04/02/2010,17:00,149,2.5,31.6,1.6,28.0,28.8,11
04/02/2010,18:00,137,1.3,119.9,1.7,22.5,17.9,18
04/02/2010,19:00,239,1.2,43.7,0.6,23.0,20.4,15
04/02/2010,20:00,212,1.6,16.2,0.5,22.5,9.6,12
04/02/2010,21:00,228,1.5,15.7,0.5,22.3,15.9,14
04/02/2010,22:00,238,1.7,13.7,0.5,22.3,16.3,15
04/02/2010,23:00,240,1.3,20.6,0.5,22.5,15.7,15
05/02/2010,00:00,271,1.3,25.3,0.6,23.1,16.0,
05/02/2010,01:00,193,1.0,24.0,0.3,23.5,14.7,12
05/02/2010,02:00,221,1.1,24.8,0.4,23.4,16.9,12
05/02/2010,03:00,246,1.2,17.9,0.4,22.8,20.9,13
05/02/2010,04:00,237,1.5,14.9,0.5,22.8,30.9,17
05/02/2010,05:00,241,1.4,23.3,0.5,22.9,19.5,13
05/02/2010,06:00,225,0.9,42.6,0.5,25.4,33.8,14
05/02/2010,07:00,105,0.3,88.8,0.4,29.0,31.8,14
05/02/2010,08:00,163,0.6,73.3,0.5,33.3,26.8,11
05/02/2010,09:00,86,0.5,87.4,0.6,32.5,21.8,12
05/02/2010,10:00,111,1.2,54.9,1.0,30.9,26.9,13
05/02/2010,11:00,104,1.9,30.6,0.8,30.8,24.2,12
05/02/2010,12:00,,,,,,,
05/02/2010,13:00,,,,,,,
05/02/2010,14:00,,,,,,,
05/02/2010,15:00,,,,,,,
05/02/2010,16:00,,,,,,,
05/02/2010,17:00,,,,,,,
05/02/2010,18:00,,,,,,,
05/02/2010,19:00,,,,,,,
05/02/2010,20:00,,,,,,,
05/02/2010,21:00,,,,,,,
05/02/2010,22:00,,,,,,,
05/02/2010,23:00,,,,,,,
06/02/2010,00:00,,,,,,,
06/02/2010,01:00,,,,,,,
06/02/2010,02:00,,,,,,,
06/02/2010,03:00,,,,,,,
06/02/2010,04:00,,,,,,,
06/02/2010,05:00,,,,,,,
06/02/2010,06:00,,,,,,,
06/02/2010,07:00,,,,,,,
06/02/2010,08:00,,,,,,,
06/02/2010,09:00,,,,,,,
06/02/2010,10:00,,,,,,,
06/02/2010,11:00,,,,,,,
06/02/2010,12:00,,,,,,,
06/02/2010,13:00,,,,,,,
06/02/2010,14:00,,,,,,,
06/02/2010,15:00,,,,,,,
06/02/2010,16:00,,,,,,,
06/02/2010,17:00,,,,,,,
06/02/2010,18:00,,,,,,,
06/02/2010,19:00,,,,,,,
06/02/2010,20:00,,,,,,,
06/02/2010,21:00,,,,,,,
06/02/2010,22:00,,,,,,,
06/02/2010,23:00,,,,,,,
07/02/2010,00:00,,,,,,,
07/02/2010,01:00,,,,,,,
07/02/2010,02:00,,,,,,,
07/02/2010,03:00,,,,,,,
07/02/2010,04:00,,,,,,,
07/02/2010,05:00,,,,,,,
07/02/2010,06:00,,,,,,,
07/02/2010,07:00,,,,,,,
07/02/2010,08:00,,,,,,,
07/02/2010,09:00,,,,,,,
07/02/2010,10:00,,,,,,,
07/02/2010,11:00,,,,,,,
07/02/2010,12:00,,,,,,,
07/02/2010,13:00,,,,,,,
07/02/2010,14:00,,,,,,,
07/02/2010,15:00,,,,,,,
07/02/2010,16:00,,,,,,,
07/02/2010,17:00,,,,,,,
07/02/2010,18:00,,,,,,,
07/02/2010,19:00,,,,,,,
07/02/2010,20:00,,,,,,,
07/02/2010,21:00,,,,,,,
07/02/2010,22:00,,,,,,,
07/02/2010,23:00,,,,,,,
08/02/2010,00:00,,,,,,,
