Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
21/01/2010,00:00,330,0.6,5.9,0.5,14.8
21/01/2010,01:00,288,2.6,6.8,1.0,13.8
21/01/2010,02:00,287,2.1,15.1,0.9,13.4
21/01/2010,03:00,281,2.7,2.8,0.6,12.9
21/01/2010,04:00,281,2.1,5.4,0.5,12.2
21/01/2010,05:00,277,3.0,5.8,0.7,12.5
21/01/2010,06:00,276,3.3,7.5,0.7,15.5
21/01/2010,07:00,273,1.4,23.4,1.0,20.4
21/01/2010,08:00,35,0.8,50.4,0.6,23.6
21/01/2010,09:00,18,0.4,191.6,1.0,26.4
21/01/2010,10:00,76,1.7,64.1,1.3,28.0
21/01/2010,11:00,63,2.3,41.3,1.6,29.8
21/01/2010,12:00,69,3.1,33.2,1.5,30.6
21/01/2010,13:00,89,3.8,25.1,1.5,30.3
21/01/2010,14:00,90,3.0,25.7,1.6,30.3
21/01/2010,15:00,103,1.9,45.7,1.3,30.4
21/01/2010,16:00,96,3.8,23.1,1.3,29.3
21/01/2010,17:00,93,5.0,12.2,1.1,27.9
21/01/2010,18:00,85,4.6,8.9,1.0,25.8
21/01/2010,19:00,82,3.0,13.2,0.8,24.0
21/01/2010,20:00,106,2.2,14.4,0.9,22.4
21/01/2010,21:00,125,2.3,23.2,1.3,21.3
21/01/2010,22:00,146,3.0,9.0,0.8,20.3
21/01/2010,23:00,152,2.6,10.2,0.7,19.5
22/01/2010,00:00,154,0.8,13.0,0.5,18.0
22/01/2010,01:00,157,2.0,10.3,0.7,17.3
22/01/2010,02:00,138,1.2,15.9,0.8,16.6
22/01/2010,03:00,171,0.1,129.5,0.7,14.7
22/01/2010,04:00,157,1.7,8.3,0.7,15.5
22/01/2010,05:00,140,0.7,93.9,0.9,15.9
22/01/2010,06:00,322,0.4,44.4,0.4,17.5
22/01/2010,07:00,121,0.2,85.8,0.6,21.2
22/01/2010,08:00,43,0.5,62.2,0.7,22.3
22/01/2010,09:00,52,1.4,35.2,0.9,22.8
22/01/2010,10:00,49,1.0,60.6,1.1,25.3
22/01/2010,11:00,63,2.0,48.0,1.5,26.9
22/01/2010,12:00,98,2.8,34.1,1.5,27.7
22/01/2010,13:00,49,2.9,26.1,1.7,26.8
22/01/2010,14:00,74,3.3,23.3,1.5,27.0
22/01/2010,15:00,93,3.5,26.1,1.1,27.7
22/01/2010,16:00,91,4.7,16.1,1.1,26.2
22/01/2010,17:00,109,5.9,15.8,1.3,25.5
22/01/2010,18:00,101,5.3,10.0,1.3,23.6
22/01/2010,19:00,111,4.1,9.5,1.1,22.0
22/01/2010,20:00,120,2.8,9.0,0.7,20.4
22/01/2010,21:00,134,1.6,24.8,1.0,18.9
22/01/2010,22:00,159,0.6,31.1,0.7,17.4
22/01/2010,23:00,129,0.6,18.6,0.5,16.8
23/01/2010,00:00,179,0.2,91.0,0.3,15.3
23/01/2010,01:00,111,0.2,133.3,0.4,14.0
23/01/2010,02:00,283,0.8,65.8,0.8,13.1
23/01/2010,03:00,294,1.3,12.8,0.9,12.7
23/01/2010,04:00,282,2.2,7.0,0.6,13.6
23/01/2010,05:00,286,2.7,10.8,0.6,13.3
23/01/2010,06:00,283,2.8,8.9,0.5,15.5
23/01/2010,07:00,274,1.9,27.3,1.3,20.3
23/01/2010,08:00,63,1.2,61.4,1.2,23.2
23/01/2010,09:00,45,1.8,46.2,1.4,24.6
23/01/2010,10:00,54,2.9,31.0,1.8,27.3
23/01/2010,11:00,65,2.6,46.5,1.8,28.3
23/01/2010,12:00,62,3.5,51.9,2.2,30.1
23/01/2010,13:00,81,2.9,51.4,2.1,31.1
23/01/2010,14:00,92,3.1,41.5,1.7,31.6
23/01/2010,15:00,105,3.2,38.8,1.7,31.5
23/01/2010,16:00,104,4.6,27.0,1.5,30.5
23/01/2010,17:00,95,6.2,14.2,1.5,28.7
23/01/2010,18:00,91,6.5,8.1,1.4,25.8
23/01/2010,19:00,83,3.5,10.1,1.3,22.7
23/01/2010,20:00,97,3.0,7.4,0.8,20.4
23/01/2010,21:00,100,2.7,6.4,0.6,18.9
23/01/2010,22:00,112,2.8,5.9,0.6,17.8
23/01/2010,23:00,106,2.3,6.2,0.7,16.9
24/01/2010,00:00,108,1.1,35.8,0.9,15.4
24/01/2010,01:00,102,0.4,20.0,0.4,14.1
24/01/2010,02:00,152,0.2,56.6,0.3,13.1
24/01/2010,03:00,,0.0,63.7,0.0,12.5
24/01/2010,04:00,348,0.1,158.9,0.1,11.5
24/01/2010,05:00,,0.0,11.9,0.0,11.5
24/01/2010,06:00,268,0.3,31.6,0.4,16.4
24/01/2010,07:00,127,0.2,92.8,0.6,21.2
24/01/2010,08:00,43,2.6,39.5,1.4,22.6
24/01/2010,09:00,68,3.0,36.0,1.5,24.9
24/01/2010,10:00,87,3.5,26.4,1.8,27.2
24/01/2010,11:00,94,3.9,27.6,2.2,28.7
24/01/2010,12:00,65,4.3,31.6,1.8,30.5
24/01/2010,13:00,92,3.1,40.0,2.1,32.3
24/01/2010,14:00,102,3.8,38.6,2.0,32.6
24/01/2010,15:00,117,6.0,20.0,2.2,31.7
24/01/2010,16:00,125,7.9,14.1,2.1,30.4
24/01/2010,17:00,97,8.9,14.2,1.9,27.3
24/01/2010,18:00,85,7.8,11.7,1.6,23.8
24/01/2010,19:00,84,5.7,10.2,1.3,21.7
24/01/2010,20:00,98,3.9,7.6,1.0,20.3
24/01/2010,21:00,80,1.8,13.6,0.8,18.9
24/01/2010,22:00,106,1.0,21.5,0.4,17.6
24/01/2010,23:00,118,1.0,12.8,0.4,16.8
25/01/2010,00:00,134,0.5,3.5,0.4,15.4
25/01/2010,01:00,157,1.0,11.6,0.3,14.3
25/01/2010,02:00,1,0.2,155.3,0.3,13.4
25/01/2010,03:00,,0.0,6.8,0.0,12.6
25/01/2010,04:00,,0.0,9.9,0.0,12.0
25/01/2010,05:00,281,0.3,6.1,0.4,11.5
25/01/2010,06:00,277,0.9,14.1,0.2,15.4
25/01/2010,07:00,285,0.3,56.2,0.5,19.9
25/01/2010,08:00,66,1.3,57.4,1.3,22.8
25/01/2010,09:00,65,2.1,37.3,1.5,25.8
25/01/2010,10:00,71,3.0,42.1,1.9,27.5
25/01/2010,11:00,90,3.9,35.2,2.1,29.0
25/01/2010,12:00,59,4.8,23.6,1.9,31.0
25/01/2010,13:00,65,4.3,26.2,2.0,32.4
25/01/2010,14:00,55,4.6,28.3,1.9,33.0
25/01/2010,15:00,62,5.1,18.9,2.0,32.5
25/01/2010,16:00,74,5.5,21.7,1.8,32.0
25/01/2010,17:00,91,8.0,11.8,1.5,29.3
25/01/2010,18:00,98,7.7,9.4,1.6,25.7
25/01/2010,19:00,105,5.8,9.8,1.5,22.7
25/01/2010,20:00,125,3.8,12.4,0.7,21.0
25/01/2010,21:00,127,2.8,9.6,0.7,19.8
25/01/2010,22:00,113,1.1,3.5,0.8,18.6
25/01/2010,23:00,118,0.9,13.7,0.5,17.9
26/01/2010,00:00,103,0.9,4.7,0.2,16.9
26/01/2010,01:00,115,1.4,7.9,0.5,15.8
26/01/2010,02:00,123,0.7,35.7,0.6,15.4
26/01/2010,03:00,282,0.1,124.5,0.3,14.0
26/01/2010,04:00,305,0.6,8.4,0.5,13.1
26/01/2010,05:00,280,0.9,14.0,0.6,12.7
26/01/2010,06:00,281,2.0,9.9,0.6,15.9
26/01/2010,07:00,289,0.9,50.7,1.0,20.4
26/01/2010,08:00,154,0.3,93.7,0.7,24.0
26/01/2010,09:00,68,1.2,68.3,1.3,26.8
26/01/2010,10:00,64,3.1,36.9,2.2,28.7
26/01/2010,11:00,58,3.1,42.2,2.1,30.8
26/01/2010,12:00,65,3.5,36.9,1.9,32.3
26/01/2010,13:00,52,4.2,35.9,1.8,32.9
26/01/2010,14:00,60,4.0,36.7,2.4,33.9
26/01/2010,15:00,68,4.6,28.4,1.8,33.9
26/01/2010,16:00,78,4.4,22.7,1.6,33.2
26/01/2010,17:00,92,8.4,14.1,2.3,29.5
26/01/2010,18:00,88,7.3,8.7,1.8,25.8
26/01/2010,19:00,94,4.4,8.9,1.5,23.5
26/01/2010,20:00,86,2.1,10.1,0.7,21.9
26/01/2010,21:00,102,2.4,12.5,0.8,20.8
26/01/2010,22:00,109,1.6,11.5,0.7,19.6
26/01/2010,23:00,97,1.1,7.3,0.4,18.5
27/01/2010,00:00,104,0.6,17.1,0.4,17.8
27/01/2010,01:00,81,1.1,13.9,0.4,16.9
27/01/2010,02:00,122,0.8,38.8,0.5,15.5
27/01/2010,03:00,18,0.3,181.9,0.5,14.7
27/01/2010,04:00,256,0.2,9.3,0.4,13.6
27/01/2010,05:00,210,0.2,90.3,0.4,13.7
27/01/2010,06:00,296,1.8,21.1,0.8,17.0
27/01/2010,07:00,308,2.5,19.3,1.0,19.9
27/01/2010,08:00,276,1.6,37.6,1.2,23.4
27/01/2010,09:00,304,1.5,49.5,1.2,26.5
27/01/2010,10:00,332,0.2,126.6,0.7,30.1
27/01/2010,11:00,93,1.6,58.0,1.5,32.4
27/01/2010,12:00,82,3.0,42.3,1.8,33.4
27/01/2010,13:00,98,3.3,41.8,1.7,34.5
27/01/2010,14:00,57,3.6,34.1,1.9,35.4
27/01/2010,15:00,63,2.1,52.6,1.9,35.3
27/01/2010,16:00,88,4.2,31.5,1.9,33.7
27/01/2010,17:00,79,6.7,17.0,1.5,31.2
27/01/2010,18:00,157,12.9,12.2,2.9,21.9
27/01/2010,19:00,149,7.9,11.1,2.5,19.6
27/01/2010,20:00,172,3.5,18.5,1.1,19.6
27/01/2010,21:00,125,3.4,24.2,1.0,18.9
27/01/2010,22:00,177,2.9,14.9,0.5,18.9
27/01/2010,23:00,155,3.0,11.2,0.9,19.0
28/01/2010,00:00,155,2.8,8.6,0.8,18.8
28/01/2010,01:00,13,1.4,145.5,0.4,18.0
28/01/2010,02:00,271,2.2,27.9,0.4,17.6
28/01/2010,03:00,359,2.6,174.9,0.9,17.5
28/01/2010,04:00,128,1.6,57.1,0.5,16.7
28/01/2010,05:00,208,2.3,47.8,0.8,17.3
28/01/2010,06:00,324,4.0,5.7,0.6,18.3
28/01/2010,07:00,53,0.4,119.4,0.6,22.2
28/01/2010,08:00,92,1.0,68.8,0.7,24.3
28/01/2010,09:00,96,1.7,54.9,1.2,25.9
28/01/2010,10:00,83,4.2,23.2,1.2,28.1
28/01/2010,11:00,79,4.2,41.9,1.4,29.9
28/01/2010,12:00,61,2.6,66.3,1.5,32.1
28/01/2010,13:00,87,2.8,47.0,1.6,32.9
28/01/2010,14:00,61,2.9,53.5,1.4,31.8
28/01/2010,15:00,178,4.4,64.9,3.7,25.9
28/01/2010,16:00,303,3.2,127.3,2.7,18.2
28/01/2010,17:00,38,3.0,49.8,1.8,21.1
28/01/2010,18:00,111,3.7,16.3,0.9,20.3
28/01/2010,19:00,127,1.1,48.4,0.7,19.3
28/01/2010,20:00,161,1.7,46.4,1.2,19.4
28/01/2010,21:00,139,2.1,29.6,0.9,19.5
28/01/2010,22:00,130,2.8,36.1,1.5,19.9
28/01/2010,23:00,162,4.8,12.8,0.9,19.3
29/01/2010,00:00,144,4.1,19.5,1.2,18.9
29/01/2010,01:00,133,1.5,64.1,1.0,18.4
29/01/2010,02:00,202,6.1,20.4,1.3,18.1
29/01/2010,03:00,340,1.3,117.0,1.7,16.6
29/01/2010,04:00,55,3.4,42.4,1.2,15.7
29/01/2010,05:00,172,4.1,13.9,1.3,15.2
29/01/2010,06:00,237,1.5,26.0,0.4,16.1
29/01/2010,07:00,212,0.1,58.6,0.3,18.0
29/01/2010,08:00,60,0.5,79.6,0.8,20.4
29/01/2010,09:00,84,1.1,38.8,0.9,22.2
29/01/2010,10:00,109,1.7,33.3,1.1,24.3
29/01/2010,11:00,98,1.7,36.9,1.0,26.4
29/01/2010,12:00,104,1.3,45.7,1.0,28.4
29/01/2010,13:00,198,1.2,101.1,4.0,26.5
29/01/2010,14:00,281,6.5,62.6,4.6,12.5
29/01/2010,15:00,177,2.8,57.8,2.2,14.8
29/01/2010,16:00,190,3.0,37.3,1.0,20.1
29/01/2010,17:00,83,2.1,41.8,1.5,18.6
29/01/2010,18:00,118,1.4,20.6,0.5,17.9
29/01/2010,19:00,169,1.6,18.2,0.7,17.4
29/01/2010,20:00,92,0.3,11.9,0.2,17.0
29/01/2010,21:00,105,0.7,48.1,0.5,16.6
29/01/2010,22:00,176,0.9,43.1,0.6,16.0
29/01/2010,23:00,267,1.7,50.5,0.8,15.5
30/01/2010,00:00,285,3.2,26.1,0.9,15.1
30/01/2010,01:00,208,1.7,24.3,0.3,14.9
30/01/2010,02:00,289,3.0,28.7,1.2,14.6
30/01/2010,03:00,248,2.5,27.1,0.5,14.4
30/01/2010,04:00,237,2.9,20.0,0.4,14.1
30/01/2010,05:00,266,2.9,13.1,1.2,14.1
30/01/2010,06:00,271,3.4,5.9,0.5,15.0
30/01/2010,07:00,275,2.1,57.6,1.3,17.6
30/01/2010,08:00,138,2.5,21.3,1.5,20.5
30/01/2010,09:00,148,5.5,14.2,1.3,21.2
30/01/2010,10:00,137,5.3,15.7,1.2,22.6
30/01/2010,11:00,145,5.8,16.5,1.0,23.3
30/01/2010,12:00,146,5.9,10.7,1.3,24.2
30/01/2010,13:00,150,6.6,15.0,1.8,25.0
30/01/2010,14:00,113,8.7,9.7,2.6,22.0
30/01/2010,15:00,141,6.9,24.6,1.9,22.1
30/01/2010,16:00,149,4.1,18.3,1.5,19.3
30/01/2010,17:00,114,5.3,8.5,1.2,20.6
30/01/2010,18:00,120,3.2,22.6,1.3,19.9
30/01/2010,19:00,136,3.1,11.2,1.3,18.9
30/01/2010,20:00,123,3.8,11.4,1.3,18.3
30/01/2010,21:00,105,1.1,12.6,1.1,17.0
30/01/2010,22:00,160,0.2,66.1,0.5,15.9
30/01/2010,23:00,136,0.9,18.1,0.8,15.7
31/01/2010,00:00,125,1.1,18.9,0.6,15.6
31/01/2010,01:00,122,1.2,10.2,0.5,15.8
31/01/2010,02:00,128,1.7,8.8,0.6,15.8
31/01/2010,03:00,133,1.9,9.6,0.6,15.7
31/01/2010,04:00,125,1.5,11.5,0.7,15.8
31/01/2010,05:00,91,0.9,20.6,0.4,15.3
31/01/2010,06:00,132,2.0,17.3,1.2,16.1
31/01/2010,07:00,143,4.3,9.4,0.9,17.5
31/01/2010,08:00,126,4.6,13.0,1.1,19.1
31/01/2010,09:00,105,5.2,12.0,1.5,19.9
31/01/2010,10:00,79,5.0,15.1,1.3,20.7
31/01/2010,11:00,74,6.9,14.0,1.4,20.4
31/01/2010,12:00,102,6.6,15.8,1.6,19.6
31/01/2010,13:00,114,6.8,12.0,1.6,19.2
31/01/2010,14:00,109,6.7,12.3,1.7,17.3
31/01/2010,15:00,92,5.8,17.2,2.3,17.0
31/01/2010,16:00,118,7.8,8.5,1.3,17.2
31/01/2010,17:00,111,6.7,9.9,1.1,17.4
31/01/2010,18:00,111,7.1,9.6,1.1,17.2
31/01/2010,19:00,117,7.2,8.1,1.0,17.0
31/01/2010,20:00,118,7.6,9.4,1.2,17.0
31/01/2010,21:00,121,7.9,8.7,1.1,16.6
31/01/2010,22:00,128,8.2,10.8,1.4,16.7
31/01/2010,23:00,128,6.6,20.5,1.1,16.0
01/02/2010,00:00,132,7.6,13.2,1.4,15.8
01/02/2010,01:00,134,7.7,9.2,1.2,16.2
01/02/2010,02:00,134,8.2,8.7,1.3,16.3
01/02/2010,03:00,126,7.2,11.8,1.2,15.5
01/02/2010,04:00,125,9.5,9.4,1.4,15.8
01/02/2010,05:00,124,9.4,9.1,1.4,15.7
01/02/2010,06:00,115,7.0,11.0,1.2,15.2
01/02/2010,07:00,138,8.0,9.5,1.4,16.3
01/02/2010,08:00,142,8.1,8.7,1.6,17.3
01/02/2010,09:00,141,8.1,10.5,1.4,18.5
01/02/2010,10:00,122,10.0,10.0,1.7,19.8
01/02/2010,11:00,122,10.7,10.3,1.7,20.4
01/02/2010,12:00,122,11.8,10.1,2.3,19.3
01/02/2010,13:00,123,11.6,9.5,2.2,19.0
01/02/2010,14:00,126,10.8,9.4,1.7,19.7
01/02/2010,15:00,124,10.5,9.5,1.8,19.0
01/02/2010,16:00,123,9.4,9.7,1.8,19.0
01/02/2010,17:00,118,9.7,8.7,2.1,18.9
01/02/2010,18:00,113,8.8,9.3,1.8,18.1
01/02/2010,19:00,111,6.9,8.4,1.6,17.7
01/02/2010,20:00,110,5.5,9.2,1.2,17.3
01/02/2010,21:00,108,5.6,9.8,1.0,17.2
01/02/2010,22:00,122,4.2,22.6,0.7,17.0
01/02/2010,23:00,149,5.0,7.6,0.9,16.0
02/02/2010,00:00,135,1.9,20.4,1.3,15.4
02/02/2010,01:00,131,4.1,13.8,0.8,15.2
02/02/2010,02:00,130,4.2,10.2,0.8,15.1
02/02/2010,03:00,138,5.0,10.4,1.2,15.1
02/02/2010,04:00,137,3.4,22.0,1.3,15.0
02/02/2010,05:00,135,4.2,11.0,1.3,15.1
02/02/2010,06:00,136,6.7,11.5,1.6,15.9
02/02/2010,07:00,133,7.4,9.8,1.5,16.8
02/02/2010,08:00,132,7.7,9.5,1.6,18.2
02/02/2010,09:00,124,9.0,9.5,1.9,19.1
02/02/2010,10:00,128,8.9,10.6,1.8,20.3
02/02/2010,11:00,134,8.6,10.2,1.7,21.1
02/02/2010,12:00,114,8.3,14.7,1.9,20.5
02/02/2010,13:00,122,10.4,9.4,2.0,20.9
02/02/2010,14:00,123,8.9,9.6,1.9,21.4
02/02/2010,15:00,122,8.1,12.9,1.7,20.6
02/02/2010,16:00,121,7.5,9.5,1.6,20.4
02/02/2010,17:00,118,6.8,11.1,1.3,20.4
02/02/2010,18:00,115,5.3,10.2,1.0,19.4
02/02/2010,19:00,104,3.9,10.6,0.9,18.6
02/02/2010,20:00,117,1.7,26.3,1.3,17.6
02/02/2010,21:00,148,1.8,61.2,1.8,16.7
02/02/2010,22:00,136,3.1,9.3,0.7,16.6
02/02/2010,23:00,130,2.2,7.9,0.6,16.2
03/02/2010,00:00,112,1.3,15.4,0.5,16.0
03/02/2010,01:00,94,2.0,22.7,1.2,15.9
03/02/2010,02:00,115,2.6,16.7,1.4,15.1
03/02/2010,03:00,121,1.6,20.9,0.7,14.7
03/02/2010,04:00,148,2.1,9.1,0.5,14.6
03/02/2010,05:00,118,1.3,18.8,0.6,14.7
03/02/2010,06:00,145,2.1,15.4,0.8,15.7
03/02/2010,07:00,133,3.6,17.9,1.3,17.6
03/02/2010,08:00,110,5.5,13.9,1.4,19.4
03/02/2010,09:00,109,6.4,12.1,1.4,20.5
03/02/2010,10:00,118,6.2,13.9,1.4,21.7
03/02/2010,11:00,112,6.0,18.8,1.7,23.0
03/02/2010,12:00,113,6.8,14.6,1.7,23.2
03/02/2010,13:00,104,6.4,16.8,1.6,24.3
03/02/2010,14:00,109,7.1,17.3,1.8,24.6
03/02/2010,15:00,108,8.1,15.3,2.1,24.1
03/02/2010,16:00,110,8.9,13.1,1.9,23.8
03/02/2010,17:00,102,8.0,12.0,1.5,22.8
03/02/2010,18:00,94,6.1,8.7,1.3,20.7
03/02/2010,19:00,110,5.0,11.2,1.1,19.4
03/02/2010,20:00,114,3.9,7.3,0.7,18.2
03/02/2010,21:00,115,2.5,8.7,0.5,17.2
03/02/2010,22:00,129,2.3,6.5,0.6,16.9
03/02/2010,23:00,156,2.2,9.9,0.7,16.2
04/02/2010,00:00,149,2.7,8.6,0.5,16.0
04/02/2010,01:00,156,1.1,9.5,0.8,15.7
04/02/2010,02:00,133,1.7,16.8,0.6,15.3
04/02/2010,03:00,65,0.1,55.5,0.3,14.2
04/02/2010,04:00,319,0.2,146.7,0.4,13.8
04/02/2010,05:00,341,0.2,150.9,0.4,14.1
04/02/2010,06:00,26,0.1,54.5,0.3,15.9
04/02/2010,07:00,131,1.6,28.9,1.0,19.1
04/02/2010,08:00,76,1.4,42.1,1.0,21.5
04/02/2010,09:00,70,2.4,28.2,1.0,22.4
04/02/2010,10:00,55,2.0,49.5,1.2,23.1
04/02/2010,11:00,37,2.1,37.6,1.3,23.8
04/02/2010,12:00,102,1.8,57.5,1.5,25.7
04/02/2010,13:00,140,1.8,52.1,1.3,25.7
04/02/2010,14:00,85,1.9,50.9,1.3,25.0
04/02/2010,15:00,108,2.6,26.8,1.1,24.0
04/02/2010,16:00,89,4.2,16.1,2.0,23.6
04/02/2010,17:00,75,6.5,15.7,1.6,22.0
04/02/2010,18:00,69,4.4,11.6,1.3,20.3
04/02/2010,19:00,68,3.0,14.4,0.7,19.8
04/02/2010,20:00,87,2.1,10.2,0.7,18.6
04/02/2010,21:00,80,1.6,25.3,1.1,17.8
04/02/2010,22:00,103,1.5,27.8,0.5,17.1
04/02/2010,23:00,135,0.5,11.0,0.6,16.3
05/02/2010,00:00,161,0.8,0.6,0.6,15.6
05/02/2010,01:00,163,2.4,7.3,0.8,15.9
05/02/2010,02:00,160,2.5,10.2,0.5,15.8
05/02/2010,03:00,305,0.5,58.8,0.7,15.0
05/02/2010,04:00,359,0.1,156.8,0.4,14.2
05/02/2010,05:00,313,0.1,147.4,0.4,13.3
05/02/2010,06:00,99,0.9,57.6,0.9,16.3
05/02/2010,07:00,126,0.7,56.3,0.8,19.7
05/02/2010,08:00,43,1.8,37.4,1.1,21.5
05/02/2010,09:00,62,2.3,36.9,1.1,22.9
05/02/2010,10:00,64,1.9,47.9,1.3,24.8
05/02/2010,11:00,54,1.7,48.0,1.5,24.3
05/02/2010,12:00,15,1.2,180.6,1.1,25.4
05/02/2010,13:00,20,1.7,150.6,1.2,27.0
05/02/2010,14:00,39,3.4,22.4,1.3,27.1
05/02/2010,15:00,58,5.1,19.3,1.6,26.8
05/02/2010,16:00,63,6.2,16.1,1.4,26.0
05/02/2010,17:00,76,6.0,12.1,1.4,24.3
05/02/2010,18:00,69,4.2,9.2,1.1,22.1
05/02/2010,19:00,78,3.5,9.1,1.0,20.7
05/02/2010,20:00,84,2.4,13.4,0.8,19.5
05/02/2010,21:00,96,2.4,10.9,0.5,18.6
05/02/2010,22:00,109,3.2,11.0,0.7,18.4
05/02/2010,23:00,106,0.5,49.4,0.6,17.7
06/02/2010,00:00,186,0.1,58.6,0.5,16.7
06/02/2010,01:00,135,0.2,39.9,0.5,16.6
06/02/2010,02:00,264,0.4,91.4,0.6,16.2
06/02/2010,03:00,197,0.6,23.1,0.4,16.3
06/02/2010,04:00,303,0.7,12.6,0.8,16.5
06/02/2010,05:00,326,0.6,15.0,0.5,16.3
06/02/2010,06:00,353,0.3,45.7,0.5,17.4
06/02/2010,07:00,159,0.9,51.6,1.1,19.5
06/02/2010,08:00,119,1.4,42.8,0.9,20.8
06/02/2010,09:00,72,2.1,32.8,1.2,22.6
06/02/2010,10:00,65,2.6,29.6,1.4,25.6
06/02/2010,11:00,76,3.0,29.0,1.3,26.3
06/02/2010,12:00,70,3.4,31.3,1.4,27.5
06/02/2010,13:00,62,3.6,31.5,1.6,28.4
06/02/2010,14:00,94,2.7,45.1,1.7,28.5
06/02/2010,15:00,107,9.6,21.4,2.1,23.3
06/02/2010,16:00,44,5.1,45.8,3.6,18.3
06/02/2010,17:00,103,0.7,98.0,1.3,19.9
06/02/2010,18:00,160,1.0,38.7,0.9,19.3
06/02/2010,19:00,72,0.2,100.5,0.9,19.1
06/02/2010,20:00,117,3.9,16.5,1.0,19.0
06/02/2010,21:00,141,3.7,18.6,1.0,18.4
06/02/2010,22:00,156,3.0,10.8,1.3,17.8
06/02/2010,23:00,157,1.8,13.9,0.8,17.4
07/02/2010,00:00,152,2.9,10.5,0.6,17.0
07/02/2010,01:00,135,3.3,16.8,1.9,17.0
07/02/2010,02:00,141,4.0,10.1,1.0,16.5
07/02/2010,03:00,155,4.7,8.7,1.0,16.2
07/02/2010,04:00,148,5.8,10.3,1.1,15.7
07/02/2010,05:00,152,6.3,8.0,1.3,14.8
07/02/2010,06:00,141,5.1,7.8,1.0,15.2
07/02/2010,07:00,141,3.8,11.1,0.7,15.3
07/02/2010,08:00,143,3.4,12.1,1.0,15.9
07/02/2010,09:00,133,3.3,23.3,1.2,16.3
07/02/2010,10:00,159,5.8,13.6,1.4,17.3
07/02/2010,11:00,148,8.0,11.7,1.1,18.2
07/02/2010,12:00,133,6.1,19.6,1.0,19.6
07/02/2010,13:00,86,5.4,16.7,1.0,19.3
07/02/2010,14:00,79,5.8,20.3,0.7,19.5
07/02/2010,15:00,97,6.8,12.0,0.8,19.3
07/02/2010,16:00,96,5.9,11.9,0.8,19.2
07/02/2010,17:00,95,5.4,8.7,0.7,19.2
07/02/2010,18:00,112,6.1,8.5,0.6,18.6
07/02/2010,19:00,118,7.0,9.1,0.6,17.9
07/02/2010,20:00,93,7.4,18.0,0.6,16.9
07/02/2010,21:00,127,7.7,14.7,0.9,16.8
07/02/2010,22:00,150,7.5,9.0,0.4,16.6
07/02/2010,23:00,148,9.2,8.5,0.8,16.4
08/02/2010,00:00,151,8.7,10.9,0.7,16.2
08/02/2010,01:00,152,8.0,11.1,0.6,15.7
08/02/2010,02:00,142,7.5,13.8,0.6,15.5
08/02/2010,03:00,152,7.3,7.0,0.5,15.5
08/02/2010,04:00,149,7.6,8.8,0.8,15.4
08/02/2010,05:00,145,6.4,9.9,0.9,15.3
08/02/2010,06:00,148,6.7,10.0,0.9,16.4
08/02/2010,07:00,154,9.0,10.2,1.3,17.8
08/02/2010,08:00,124,7.2,11.8,1.2,18.5
08/02/2010,09:00,135,6.6,11.5,1.2,18.4
08/02/2010,10:00,130,6.3,15.6,1.5,19.4
08/02/2010,11:00,105,5.6,15.5,1.3,21.5
08/02/2010,12:00,124,6.8,15.7,1.5,21.5
08/02/2010,13:00,124,8.3,10.4,1.6,23.3
08/02/2010,14:00,129,7.2,15.9,1.5,23.1
08/02/2010,15:00,117,7.7,11.6,1.4,23.4
08/02/2010,16:00,106,6.8,10.1,1.5,22.5
08/02/2010,17:00,100,6.6,10.8,1.5,21.7
08/02/2010,18:00,99,5.8,11.3,1.4,19.9
08/02/2010,19:00,100,3.9,9.1,0.9,18.8
08/02/2010,20:00,113,3.5,8.0,0.7,17.8
08/02/2010,21:00,119,2.6,8.1,0.5,17.0
08/02/2010,22:00,146,1.9,11.5,0.4,16.5
08/02/2010,23:00,144,2.2,9.3,0.5,15.6
09/02/2010,00:00,162,2.3,18.1,0.7,15.2
09/02/2010,01:00,274,0.5,94.5,0.7,14.0
09/02/2010,02:00,162,1.3,10.5,0.5,13.8
09/02/2010,03:00,191,0.5,77.6,0.5,12.9
09/02/2010,04:00,83,0.9,34.1,0.5,13.4
09/02/2010,05:00,110,0.7,24.6,0.5,13.7
09/02/2010,06:00,130,1.6,19.6,0.7,16.1
09/02/2010,07:00,142,3.6,11.4,1.0,17.5
09/02/2010,08:00,127,3.8,16.3,1.2,19.2
09/02/2010,09:00,110,4.1,18.0,1.3,20.8
09/02/2010,10:00,117,5.3,15.1,1.6,21.8
09/02/2010,11:00,116,5.5,24.6,1.5,22.5
09/02/2010,12:00,108,6.7,18.5,2.4,22.6
09/02/2010,13:00,128,5.9,10.1,1.5,18.6
09/02/2010,14:00,151,4.7,16.4,1.4,20.1
09/02/2010,15:00,148,4.4,19.6,2.1,18.5
09/02/2010,16:00,88,3.5,37.1,1.7,19.2
09/02/2010,17:00,148,5.2,27.6,2.5,16.4
09/02/2010,18:00,248,1.4,46.1,0.7,15.9
09/02/2010,19:00,290,1.5,30.0,0.5,15.6
09/02/2010,20:00,286,0.5,54.7,0.6,14.7
09/02/2010,21:00,233,0.7,24.1,0.5,14.3
09/02/2010,22:00,267,1.5,15.1,0.3,13.6
09/02/2010,23:00,258,1.9,18.9,0.4,13.0
