Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),PM10 (ug/m^3)
21/01/2010,01:00,138,3.6,15.5,0.9,26.6
21/01/2010,02:00,123,2.8,22.7,1.0,26.9
21/01/2010,03:00,136,3.7,11.8,0.9,26.1
21/01/2010,04:00,148,3.2,14.1,1.0,21.9
21/01/2010,05:00,137,4.7,9.7,1.0,33.3
21/01/2010,06:00,145,3.8,13.3,1.1,51.2
21/01/2010,07:00,146,4.1,17.5,1.2,52.0
21/01/2010,08:00,142,3.5,24.9,1.3,44.0
21/01/2010,09:00,124,2.7,32.1,1.3,41.8
21/01/2010,10:00,91,4.2,19.7,1.3,33.8
21/01/2010,11:00,74,6.2,9.9,1.1,32.9
21/01/2010,12:00,70,5.7,11.9,1.0,41.1
21/01/2010,13:00,54,6.1,7.4,0.9,44.9
21/01/2010,14:00,62,6.6,7.8,0.9,34.3
21/01/2010,15:00,66,6.3,8.6,0.9,47.4
21/01/2010,16:00,68,5.5,9.2,1.0,28.1
21/01/2010,17:00,84,6.7,12.1,1.4,47.1
21/01/2010,18:00,87,7.0,8.4,1.3,46.2
21/01/2010,19:00,90,6.6,9.5,1.3,39.9
21/01/2010,20:00,94,5.9,13.3,1.5,35.3
21/01/2010,21:00,109,4.4,18.5,1.3,35.2
21/01/2010,22:00,130,4.3,18.1,1.4,32.4
21/01/2010,23:00,134,5.5,14.9,1.6,28.1
22/01/2010,00:00,136,5.4,12.7,1.3,31.0
22/01/2010,01:00,141,4.1,13.0,1.0,28.9
22/01/2010,02:00,141,4.1,12.3,1.1,35.4
22/01/2010,03:00,134,3.9,10.9,0.9,34.3
22/01/2010,04:00,148,3.5,17.8,1.1,24.8
22/01/2010,05:00,157,3.1,13.9,0.9,24.8
22/01/2010,06:00,187,2.4,19.8,0.7,25.3
22/01/2010,07:00,178,2.5,23.2,0.9,33.5
22/01/2010,08:00,162,2.6,21.5,0.9,41.7
22/01/2010,09:00,128,4.6,19.9,1.3,40.8
22/01/2010,10:00,114,4.5,20.0,1.3,33.7
22/01/2010,11:00,101,5.3,20.0,1.8,40.2
22/01/2010,12:00,91,7.0,9.6,1.5,28.9
22/01/2010,13:00,89,7.5,7.7,1.3,32.5
22/01/2010,14:00,90,7.5,7.8,1.3,37.8
22/01/2010,15:00,95,6.2,11.5,1.7,27.7
22/01/2010,16:00,97,5.3,12.3,1.3,29.3
22/01/2010,17:00,101,6.1,14.0,1.6,29.9
22/01/2010,18:00,115,4.0,21.0,1.4,29.6
22/01/2010,19:00,122,3.4,21.7,1.0,35.3
22/01/2010,20:00,99,4.8,17.1,2.0,40.1
22/01/2010,21:00,102,5.9,13.3,1.5,35.8
22/01/2010,22:00,119,4.2,21.4,1.3,34.4
22/01/2010,23:00,134,3.5,15.0,1.0,25.5
23/01/2010,00:00,136,4.5,12.1,1.2,12.9
23/01/2010,01:00,140,4.7,13.0,1.1,14.6
23/01/2010,02:00,140,3.3,13.6,1.0,16.0
23/01/2010,03:00,150,3.0,9.1,0.6,20.2
23/01/2010,04:00,156,1.9,23.1,0.8,17.6
23/01/2010,05:00,152,2.9,10.7,1.1,21.8
23/01/2010,06:00,151,3.9,8.0,0.7,19.3
23/01/2010,07:00,143,4.0,12.1,1.2,22.1
23/01/2010,08:00,136,5.8,10.1,1.4,21.4
23/01/2010,09:00,134,5.5,10.8,1.2,20.8
23/01/2010,10:00,132,4.3,15.6,1.2,16.6
23/01/2010,11:00,132,3.5,19.3,1.2,15.7
23/01/2010,12:00,107,2.9,24.9,0.9,23.9
23/01/2010,13:00,76,4.6,10.7,0.8,38.9
23/01/2010,14:00,59,3.8,13.5,0.8,42.1
23/01/2010,15:00,85,3.7,9.1,0.7,19.2
23/01/2010,16:00,111,2.7,30.3,1.5,12.3
23/01/2010,17:00,90,5.6,9.6,1.2,50.3
23/01/2010,18:00,100,5.5,13.9,1.4,29.2
23/01/2010,19:00,139,5.5,12.4,1.4,
23/01/2010,20:00,123,5.3,22.3,1.7,25.3
23/01/2010,21:00,127,5.0,20.7,1.5,24.3
23/01/2010,22:00,135,5.2,15.2,1.5,29.7
23/01/2010,23:00,141,3.3,14.4,1.0,30.0
24/01/2010,00:00,152,5.6,9.1,1.4,7.3
24/01/2010,01:00,143,7.0,12.4,1.7,23.7
24/01/2010,02:00,146,5.8,12.3,1.4,21.7
24/01/2010,03:00,142,3.9,13.0,1.0,24.6
24/01/2010,04:00,153,3.3,20.6,1.2,14.2
24/01/2010,05:00,179,2.7,22.5,1.0,9.8
24/01/2010,06:00,161,3.0,40.1,2.0,13.8
24/01/2010,07:00,157,3.9,17.7,1.6,9.1
24/01/2010,08:00,145,4.9,15.6,1.7,13.1
24/01/2010,09:00,137,6.7,11.7,1.9,21.8
24/01/2010,10:00,134,6.0,16.5,1.7,25.7
24/01/2010,11:00,121,5.9,22.6,1.9,16.1
24/01/2010,12:00,107,6.7,18.2,1.9,22.8
24/01/2010,13:00,107,6.3,19.5,2.1,20.1
24/01/2010,14:00,104,8.1,13.5,2.0,23.7
24/01/2010,15:00,103,8.5,14.2,2.2,50.4
24/01/2010,16:00,129,6.1,19.7,1.9,40.8
24/01/2010,17:00,111,5.9,24.9,2.9,32.5
24/01/2010,18:00,98,7.1,14.0,2.0,27.2
24/01/2010,19:00,122,4.4,21.7,1.5,13.3
24/01/2010,20:00,103,4.3,22.0,1.6,16.1
24/01/2010,21:00,80,5.2,15.5,1.2,26.0
24/01/2010,22:00,92,5.2,18.3,1.8,21.6
24/01/2010,23:00,95,4.7,22.2,1.8,25.3
25/01/2010,00:00,80,7.1,9.5,1.4,18.8
25/01/2010,01:00,65,6.3,19.0,1.7,23.9
25/01/2010,02:00,87,7.0,13.3,1.8,24.9
25/01/2010,03:00,80,6.7,7.3,1.3,31.6
25/01/2010,04:00,79,8.0,8.8,1.8,23.7
25/01/2010,05:00,79,8.6,8.4,1.8,28.8
25/01/2010,06:00,80,9.3,9.1,1.7,22.1
25/01/2010,07:00,69,8.5,9.7,1.4,17.1
25/01/2010,08:00,77,8.5,6.6,1.4,35.0
25/01/2010,09:00,75,8.6,12.0,1.5,28.5
25/01/2010,10:00,50,8.7,9.0,1.6,26.0
25/01/2010,11:00,48,8.5,7.0,1.5,36.5
25/01/2010,12:00,45,9.5,5.1,1.2,12.2
25/01/2010,13:00,44,8.2,9.3,1.4,13.6
25/01/2010,14:00,48,7.7,6.6,1.2,26.5
25/01/2010,15:00,52,6.6,10.1,1.2,28.4
25/01/2010,16:00,50,6.3,10.5,2.0,29.3
25/01/2010,17:00,43,6.5,6.3,1.2,
25/01/2010,18:00,60,5.3,7.4,0.8,28.8
25/01/2010,19:00,61,5.6,6.9,0.9,24.3
25/01/2010,20:00,67,5.6,7.1,0.9,24.3
25/01/2010,21:00,60,5.8,7.7,0.9,27.0
25/01/2010,22:00,54,6.3,14.2,1.8,16.6
25/01/2010,23:00,36,6.3,12.0,0.9,22.4
26/01/2010,00:00,35,5.7,6.9,0.7,2.5
26/01/2010,01:00,13,5.1,165.0,1.9,
26/01/2010,02:00,319,1.6,47.0,0.9,2.2
26/01/2010,03:00,94,1.0,79.5,0.8,25.3
26/01/2010,04:00,89,3.4,27.6,1.1,20.0
26/01/2010,05:00,123,3.5,21.0,1.1,14.7
26/01/2010,06:00,54,2.9,30.2,1.4,16.9
26/01/2010,07:00,159,1.4,25.8,0.5,16.0
26/01/2010,08:00,88,4.1,22.4,1.4,
26/01/2010,09:00,36,5.8,23.2,1.8,19.5
26/01/2010,10:00,73,4.7,12.0,0.9,10.9
26/01/2010,11:00,65,5.0,14.6,1.8,
26/01/2010,12:00,41,4.0,11.2,1.3,18.5
26/01/2010,13:00,12,4.5,11.3,0.8,10.9
26/01/2010,14:00,8,4.7,175.8,1.3,2.7
26/01/2010,15:00,81,2.2,30.9,0.9,9.3
26/01/2010,16:00,175,1.7,31.3,0.8,7.4
26/01/2010,17:00,154,1.8,25.3,0.7,8.1
26/01/2010,18:00,159,1.7,25.5,0.7,5.2
26/01/2010,19:00,172,1.9,25.0,0.8,6.4
26/01/2010,20:00,138,4.1,20.9,2.0,7.1
26/01/2010,21:00,134,5.7,15.3,2.0,4.2
26/01/2010,22:00,125,6.1,18.3,2.0,
26/01/2010,23:00,115,4.7,21.7,1.8,13.6
27/01/2010,00:00,118,3.9,21.8,1.5,13.3
27/01/2010,01:00,90,5.3,15.7,1.4,15.3
27/01/2010,02:00,84,4.5,14.3,1.2,13.7
27/01/2010,03:00,85,3.9,14.1,0.9,5.6
27/01/2010,04:00,87,4.3,20.4,1.4,8.4
27/01/2010,05:00,69,4.8,22.8,1.4,15.4
27/01/2010,06:00,87,5.2,12.2,1.5,15.5
27/01/2010,07:00,88,3.9,11.3,1.0,11.7
27/01/2010,08:00,89,3.5,14.6,0.9,16.4
27/01/2010,09:00,112,2.8,20.8,1.1,24.1
27/01/2010,10:00,93,3.3,21.4,1.3,5.5
27/01/2010,11:00,90,3.8,12.0,1.0,16.8
27/01/2010,12:00,95,4.6,18.8,1.4,16.8
27/01/2010,13:00,69,5.6,29.9,1.3,4.6
27/01/2010,14:00,2,4.5,170.2,1.2,11.4
27/01/2010,15:00,219,2.0,47.6,1.0,10.2
27/01/2010,16:00,178,2.2,24.9,0.7,
27/01/2010,17:00,149,2.6,13.9,0.8,
27/01/2010,18:00,156,2.7,11.8,0.6,2.6
27/01/2010,19:00,139,3.5,10.8,0.9,4.9
27/01/2010,20:00,141,3.4,12.7,0.9,5.7
27/01/2010,21:00,139,3.5,13.0,1.1,3.8
27/01/2010,22:00,153,2.5,23.5,0.9,
27/01/2010,23:00,143,3.6,13.5,0.9,
28/01/2010,00:00,145,3.4,14.6,1.0,3.5
28/01/2010,01:00,152,2.4,13.0,0.5,2.0
28/01/2010,02:00,170,0.4,91.3,0.6,4.5
28/01/2010,03:00,124,2.3,32.7,0.8,4.7
28/01/2010,04:00,137,3.4,14.2,1.1,6.3
28/01/2010,05:00,134,3.9,17.2,1.0,8.1
28/01/2010,06:00,135,3.8,17.3,1.5,10.1
28/01/2010,07:00,114,4.0,18.0,1.6,16.9
28/01/2010,08:00,132,4.0,17.5,1.2,17.4
28/01/2010,09:00,137,4.1,16.5,1.3,26.8
28/01/2010,10:00,124,3.9,22.7,1.2,26.9
28/01/2010,11:00,137,3.3,17.8,1.1,33.3
28/01/2010,12:00,107,2.9,30.5,1.0,27.1
28/01/2010,13:00,83,4.8,11.7,1.7,7.8
28/01/2010,14:00,94,4.3,13.0,1.1,
28/01/2010,15:00,112,2.9,21.9,1.1,
28/01/2010,16:00,133,2.5,18.5,0.9,34.3
28/01/2010,17:00,94,2.7,18.8,0.8,18.8
28/01/2010,18:00,71,3.5,10.0,0.7,16.9
28/01/2010,19:00,124,1.9,36.5,0.8,22.7
28/01/2010,20:00,186,1.4,26.1,0.4,15.3
28/01/2010,21:00,143,1.6,16.7,0.5,
28/01/2010,22:00,150,1.5,32.1,0.8,13.9
28/01/2010,23:00,183,1.9,21.4,0.6,10.5
29/01/2010,00:00,196,2.4,8.1,0.5,9.5
29/01/2010,01:00,150,2.1,24.4,0.7,2.6
29/01/2010,02:00,174,1.9,19.6,0.5,7.5
29/01/2010,03:00,153,2.3,15.7,0.7,7.9
29/01/2010,04:00,135,2.5,19.1,0.9,11.7
29/01/2010,05:00,141,2.5,31.7,1.1,20.8
29/01/2010,06:00,80,4.0,25.7,2.1,21.9
29/01/2010,07:00,57,4.4,26.7,3.0,23.1
29/01/2010,08:00,14,4.7,8.1,1.1,6.8
29/01/2010,09:00,20,3.8,10.7,0.9,14.5
29/01/2010,10:00,56,4.2,19.0,1.4,11.7
29/01/2010,11:00,67,3.0,12.2,0.8,4.9
29/01/2010,12:00,108,1.6,37.2,0.7,8.6
29/01/2010,13:00,150,1.6,17.6,0.6,18.8
29/01/2010,14:00,147,2.0,33.0,0.9,11.1
29/01/2010,15:00,136,2.3,21.9,1.0,
29/01/2010,16:00,135,2.6,19.0,0.9,
29/01/2010,17:00,124,4.0,20.1,1.4,
29/01/2010,18:00,125,4.4,19.2,1.4,2.2
29/01/2010,19:00,135,6.2,12.6,1.4,2.0
29/01/2010,20:00,134,4.6,12.6,1.4,1.8
29/01/2010,21:00,130,5.5,17.3,1.5,3.6
29/01/2010,22:00,115,4.7,19.6,1.6,3.4
29/01/2010,23:00,131,5.7,16.3,1.7,
30/01/2010,00:00,125,4.5,19.8,1.5,
30/01/2010,01:00,101,3.8,15.6,1.1,21.7
30/01/2010,02:00,100,4.7,20.3,2.6,22.5
30/01/2010,03:00,137,3.7,22.9,2.5,10.3
30/01/2010,04:00,85,7.8,17.6,2.9,15.3
30/01/2010,05:00,78,9.6,7.0,1.5,14.8
30/01/2010,06:00,75,10.3,6.4,1.5,15.8
30/01/2010,07:00,75,9.6,6.8,1.5,22.1
30/01/2010,08:00,75,9.0,6.8,1.5,14.0
30/01/2010,09:00,70,9.4,7.1,1.3,24.5
30/01/2010,10:00,82,7.5,13.8,3.0,29.1
30/01/2010,11:00,73,8.2,24.6,2.8,33.4
30/01/2010,12:00,67,8.5,14.0,1.6,36.8
30/01/2010,13:00,36,7.5,15.0,3.3,39.1
30/01/2010,14:00,42,10.1,7.8,1.6,44.7
30/01/2010,15:00,39,11.0,7.1,1.7,34.1
30/01/2010,16:00,27,11.9,17.5,3.1,44.7
30/01/2010,17:00,21,14.7,6.6,1.9,30.3
30/01/2010,18:00,21,14.5,5.3,1.9,25.2
30/01/2010,19:00,16,14.2,4.8,1.7,38.4
30/01/2010,20:00,12,13.8,5.7,1.9,26.5
30/01/2010,21:00,3,13.3,6.5,1.9,24.7
30/01/2010,22:00,359,12.6,10.0,1.9,26.5
30/01/2010,23:00,1,12.7,5.5,1.7,30.6
31/01/2010,00:00,355,10.9,7.0,1.5,21.1
31/01/2010,01:00,352,11.1,5.1,1.4,21.6
31/01/2010,02:00,349,11.4,6.3,1.4,21.4
31/01/2010,03:00,341,11.0,5.2,1.2,23.0
31/01/2010,04:00,340,9.9,5.1,1.3,20.4
31/01/2010,05:00,341,8.8,5.1,1.2,21.2
31/01/2010,06:00,338,8.4,4.6,1.0,25.5
31/01/2010,07:00,333,9.5,3.5,1.0,22.0
31/01/2010,08:00,335,9.3,4.0,1.0,23.4
31/01/2010,09:00,333,8.3,3.6,1.0,22.5
31/01/2010,10:00,332,7.5,2.9,0.7,17.4
31/01/2010,11:00,331,8.1,3.2,0.9,8.0
31/01/2010,12:00,336,8.0,4.2,1.0,23.6
31/01/2010,13:00,337,7.6,3.6,0.9,17.6
31/01/2010,14:00,334,7.4,4.1,0.8,15.0
31/01/2010,15:00,321,7.7,5.7,1.0,12.0
31/01/2010,16:00,317,7.0,6.4,0.9,16.3
31/01/2010,17:00,334,6.3,4.0,0.7,12.9
31/01/2010,18:00,335,6.7,3.5,0.8,31.5
31/01/2010,19:00,335,8.2,3.5,0.8,30.1
31/01/2010,20:00,330,7.9,3.8,0.9,22.4
31/01/2010,21:00,322,7.2,8.2,0.8,16.9
31/01/2010,22:00,283,3.6,16.3,1.2,
31/01/2010,23:00,247,2.6,19.7,0.8,
01/02/2010,00:00,238,3.5,13.1,1.2,
01/02/2010,01:00,231,3.5,16.8,1.1,
01/02/2010,02:00,241,2.1,13.4,0.8,1.3
01/02/2010,03:00,220,1.7,17.9,0.7,3.0
01/02/2010,04:00,224,2.5,12.8,0.7,0.4
01/02/2010,05:00,262,1.9,31.5,0.7,10.5
01/02/2010,06:00,257,1.1,31.4,0.9,5.6
01/02/2010,07:00,267,2.6,14.8,0.7,14.5
01/02/2010,08:00,287,4.9,8.3,0.7,11.1
01/02/2010,09:00,323,6.2,8.0,0.7,9.8
01/02/2010,10:00,319,6.4,4.2,0.5,10.8
01/02/2010,11:00,325,6.5,5.2,0.6,9.9
01/02/2010,12:00,328,7.3,4.9,0.7,10.5
01/02/2010,13:00,321,6.9,4.6,0.9,14.9
01/02/2010,14:00,324,5.7,5.7,0.8,11.4
01/02/2010,15:00,317,3.6,8.3,0.7,
01/02/2010,16:00,325,4.2,12.5,0.7,4.3
01/02/2010,17:00,3,4.3,172.6,0.7,24.2
01/02/2010,18:00,19,5.4,5.3,0.8,22.0
01/02/2010,19:00,343,3.1,16.7,0.8,
01/02/2010,20:00,319,5.3,8.8,0.8,24.3
01/02/2010,21:00,284,2.5,30.7,1.0,
01/02/2010,22:00,194,1.1,37.5,0.5,14.4
01/02/2010,23:00,205,2.2,17.4,0.6,
02/02/2010,00:00,217,2.0,18.8,0.6,
02/02/2010,01:00,232,2.4,13.7,0.7,
02/02/2010,02:00,257,2.0,10.7,0.5,
02/02/2010,03:00,249,1.9,12.1,0.5,
02/02/2010,04:00,256,2.1,10.1,0.4,9.7
02/02/2010,05:00,255,1.8,11.9,0.4,12.2
02/02/2010,06:00,274,2.3,12.5,0.5,19.6
02/02/2010,07:00,290,3.6,9.7,0.7,15.9
02/02/2010,08:00,310,5.2,6.4,0.6,14.7
02/02/2010,09:00,319,6.1,4.9,0.6,14.6
02/02/2010,10:00,327,6.6,3.8,0.5,11.3
02/02/2010,11:00,327,6.3,3.2,0.5,8.9
02/02/2010,12:00,324,5.6,3.6,0.6,4.6
02/02/2010,13:00,318,4.5,3.3,0.5,12.0
02/02/2010,14:00,350,3.4,157.3,0.9,17.0
02/02/2010,15:00,15,4.9,10.1,0.6,12.7
02/02/2010,16:00,26,5.8,6.5,0.7,2.5
02/02/2010,17:00,27,6.3,5.2,0.5,28.4
02/02/2010,18:00,16,5.6,8.8,1.2,10.3
02/02/2010,19:00,10,4.0,173.5,0.7,18.9
02/02/2010,20:00,153,0.3,96.2,0.5,
02/02/2010,21:00,135,0.7,67.2,0.6,23.8
02/02/2010,22:00,161,1.3,42.2,0.7,14.2
02/02/2010,23:00,157,1.5,16.6,0.3,19.6
03/02/2010,00:00,194,1.3,12.4,0.4,15.7
03/02/2010,01:00,171,1.7,11.4,0.4,11.7
03/02/2010,02:00,165,1.8,12.6,0.6,6.3
03/02/2010,03:00,228,0.4,69.0,0.3,14.7
03/02/2010,04:00,227,1.0,60.7,0.5,
03/02/2010,05:00,166,1.4,17.1,0.6,
03/02/2010,06:00,153,0.8,45.0,0.3,8.1
03/02/2010,07:00,47,0.5,37.2,0.2,22.2
03/02/2010,08:00,329,1.7,32.7,0.4,22.1
03/02/2010,09:00,320,2.5,11.7,0.5,
03/02/2010,10:00,322,5.6,4.3,1.3,15.4
03/02/2010,11:00,320,5.4,3.9,1.0,
03/02/2010,12:00,317,4.4,5.5,0.6,12.5
03/02/2010,13:00,322,4.9,13.7,0.9,31.2
03/02/2010,14:00,13,3.8,172.0,1.3,31.8
03/02/2010,15:00,21,5.8,6.1,0.6,23.6
03/02/2010,16:00,28,5.9,7.3,0.6,18.4
03/02/2010,17:00,15,5.1,174.0,1.0,19.2
03/02/2010,18:00,349,1.4,153.4,0.7,
03/02/2010,19:00,332,3.5,21.1,1.9,36.1
03/02/2010,20:00,328,4.8,6.1,0.5,30.0
03/02/2010,21:00,336,4.0,6.2,0.6,25.7
03/02/2010,22:00,307,2.7,21.1,1.2,24.7
03/02/2010,23:00,320,4.0,8.8,0.6,19.6
04/02/2010,00:00,314,2.6,12.9,0.6,23.8
04/02/2010,01:00,317,3.4,7.9,0.5,28.8
04/02/2010,02:00,345,1.8,20.6,0.6,15.2
04/02/2010,03:00,148,1.6,9.8,0.2,12.7
04/02/2010,04:00,178,1.2,12.8,0.3,18.6
04/02/2010,05:00,166,1.2,19.6,0.4,20.0
04/02/2010,06:00,173,1.4,14.2,0.4,29.0
04/02/2010,07:00,173,1.0,44.2,0.4,52.0
04/02/2010,08:00,70,1.8,25.5,0.7,37.2
04/02/2010,09:00,44,2.2,18.6,0.4,21.3
04/02/2010,10:00,39,3.2,6.5,0.3,27.1
04/02/2010,11:00,36,3.5,7.9,0.3,14.8
04/02/2010,12:00,27,4.1,4.2,0.4,21.1
04/02/2010,13:00,31,4.8,6.2,0.5,20.4
04/02/2010,14:00,38,3.9,8.3,0.6,8.7
04/02/2010,15:00,39,4.6,9.1,0.6,25.4
04/02/2010,16:00,46,4.9,6.8,0.5,23.7
04/02/2010,17:00,45,5.0,5.9,0.6,27.6
04/02/2010,18:00,46,4.7,6.3,0.6,28.6
04/02/2010,19:00,30,4.4,10.7,0.6,21.2
04/02/2010,20:00,18,4.1,169.0,0.7,27.4
04/02/2010,21:00,336,4.5,7.9,0.8,8.2
04/02/2010,22:00,260,1.5,62.3,1.0,28.1
04/02/2010,23:00,178,2.6,21.7,1.0,21.2
05/02/2010,00:00,92,2.9,28.2,0.9,
05/02/2010,01:00,101,1.7,50.9,0.7,
05/02/2010,02:00,162,2.3,14.1,0.6,
05/02/2010,03:00,174,1.6,17.4,0.4,22.5
05/02/2010,04:00,186,1.8,10.9,0.4,18.1
05/02/2010,05:00,165,2.0,11.7,0.5,32.5
05/02/2010,06:00,166,1.9,12.3,0.5,31.0
05/02/2010,07:00,168,1.7,20.2,0.4,25.8
05/02/2010,08:00,125,1.2,37.4,0.5,27.7
05/02/2010,09:00,80,2.6,18.6,0.8,27.3
05/02/2010,10:00,39,2.5,15.6,0.7,28.3
05/02/2010,11:00,42,3.9,8.0,0.6,23.1
05/02/2010,12:00,41,5.1,7.3,0.7,30.7
05/02/2010,13:00,41,5.3,8.1,0.7,24.0
05/02/2010,14:00,44,5.6,6.7,0.6,26.0
05/02/2010,15:00,45,5.6,7.2,0.6,22.4
05/02/2010,16:00,41,5.3,8.7,0.6,20.7
05/02/2010,17:00,31,4.6,10.8,1.0,24.3
05/02/2010,18:00,56,4.7,10.8,0.7,29.3
05/02/2010,19:00,18,4.2,167.6,0.5,26.0
05/02/2010,20:00,350,2.8,154.3,0.8,15.4
05/02/2010,21:00,329,4.4,8.7,0.7,31.0
05/02/2010,22:00,4,2.6,160.6,0.7,10.9
05/02/2010,23:00,8,1.7,146.1,0.9,23.4
06/02/2010,00:00,286,3.0,15.2,0.9,
06/02/2010,01:00,260,1.3,22.0,0.4,
06/02/2010,02:00,177,1.5,19.8,0.5,19.4
06/02/2010,03:00,151,1.3,23.3,0.6,27.3
06/02/2010,04:00,134,1.2,30.1,0.5,
06/02/2010,05:00,142,1.3,27.3,0.6,
06/02/2010,06:00,143,2.2,14.2,0.5,28.7
06/02/2010,07:00,128,1.5,28.6,0.7,19.2
06/02/2010,08:00,125,2.1,22.7,0.7,22.6
06/02/2010,09:00,78,2.2,21.4,0.6,15.0
06/02/2010,10:00,32,2.4,17.2,0.4,30.2
06/02/2010,11:00,26,3.4,8.5,0.6,26.6
06/02/2010,12:00,25,3.9,7.6,0.5,9.0
06/02/2010,13:00,40,4.3,13.9,0.5,24.2
06/02/2010,14:00,33,5.1,9.7,0.6,32.5
06/02/2010,15:00,28,5.0,5.8,0.7,22.4
06/02/2010,16:00,28,4.3,11.2,0.5,24.7
06/02/2010,17:00,41,4.5,9.2,0.6,24.6
06/02/2010,18:00,42,4.2,10.0,0.7,15.3
06/02/2010,19:00,30,4.6,7.7,0.6,19.5
06/02/2010,20:00,41,4.4,11.2,0.7,25.0
06/02/2010,21:00,48,4.3,10.5,0.7,23.4
06/02/2010,22:00,50,3.6,16.3,0.8,18.4
06/02/2010,23:00,185,0.7,88.8,1.0,
07/02/2010,00:00,219,1.5,53.7,1.0,11.2
07/02/2010,01:00,192,2.8,41.1,1.5,
07/02/2010,02:00,126,3.4,32.3,2.6,19.2
07/02/2010,03:00,82,6.2,15.7,1.5,17.2
07/02/2010,04:00,81,1.3,63.5,1.0,16.2
07/02/2010,05:00,202,2.4,13.7,0.9,5.6
07/02/2010,06:00,197,1.7,8.8,0.4,14.2
07/02/2010,07:00,180,2.0,18.0,0.6,9.8
07/02/2010,08:00,142,2.0,27.6,0.6,18.6
07/02/2010,09:00,107,1.7,41.7,0.7,14.1
07/02/2010,10:00,53,2.3,23.9,0.6,8.2
07/02/2010,11:00,40,2.3,20.3,0.7,14.1
07/02/2010,12:00,36,3.5,10.6,0.6,12.3
07/02/2010,13:00,37,4.5,8.7,0.6,21.4
07/02/2010,14:00,40,4.6,8.4,0.7,19.8
07/02/2010,15:00,44,4.9,8.4,0.7,19.9
07/02/2010,16:00,51,4.5,11.4,0.7,23.5
07/02/2010,17:00,52,4.7,11.5,0.7,17.7
07/02/2010,18:00,58,4.2,13.4,0.7,21.4
07/02/2010,19:00,64,4.7,9.5,0.8,19.2
07/02/2010,20:00,76,4.8,12.1,1.1,11.0
07/02/2010,21:00,74,4.4,11.0,1.0,11.7
07/02/2010,22:00,71,4.4,12.9,0.8,6.3
07/02/2010,23:00,70,5.0,8.7,0.8,9.0
08/02/2010,00:00,70,4.6,11.5,0.8,
08/02/2010,01:00,78,3.5,33.5,1.6,15.0
08/02/2010,02:00,74,4.6,15.8,1.2,
08/02/2010,03:00,54,4.6,11.5,0.8,12.6
08/02/2010,04:00,56,4.4,11.5,0.8,11.1
08/02/2010,05:00,74,3.2,10.9,0.7,11.4
08/02/2010,06:00,70,1.8,54.9,1.4,18.0
08/02/2010,07:00,37,3.5,11.3,0.7,12.0
08/02/2010,08:00,77,1.4,67.0,1.1,19.1
08/02/2010,09:00,86,1.9,27.6,0.8,8.7
08/02/2010,10:00,25,2.0,160.1,0.5,7.0
08/02/2010,11:00,15,2.6,13.5,0.6,13.2
08/02/2010,12:00,27,4.2,10.3,0.6,9.8
08/02/2010,13:00,30,3.9,10.5,0.6,5.0
08/02/2010,14:00,41,4.1,8.9,0.5,
08/02/2010,15:00,39,4.1,9.9,0.6,13.1
08/02/2010,16:00,50,5.1,11.8,0.7,9.1
08/02/2010,17:00,52,5.0,7.7,0.7,5.4
08/02/2010,18:00,64,4.7,9.4,0.7,12.8
08/02/2010,19:00,69,4.1,10.3,0.6,10.9
08/02/2010,20:00,69,3.9,11.1,0.7,12.9
08/02/2010,21:00,76,4.1,9.4,0.8,8.5
08/02/2010,22:00,125,2.3,37.2,0.8,32.0
08/02/2010,23:00,150,2.8,15.0,1.0,23.1
09/02/2010,00:00,152,3.6,12.8,1.0,15.3
09/02/2010,01:00,166,2.0,17.0,0.7,7.1
09/02/2010,02:00,190,2.0,15.7,0.5,7.5
09/02/2010,03:00,167,1.9,17.6,0.5,19.7
09/02/2010,04:00,169,1.7,20.3,0.7,10.5
09/02/2010,05:00,149,2.0,21.0,0.7,19.1
09/02/2010,06:00,135,3.1,17.3,0.9,11.8
09/02/2010,07:00,162,2.3,20.3,1.0,20.0
09/02/2010,08:00,154,2.7,17.0,0.8,21.5
09/02/2010,09:00,87,3.1,30.2,1.5,15.3
09/02/2010,10:00,35,5.8,13.9,1.0,
09/02/2010,11:00,62,4.3,14.9,1.0,
09/02/2010,12:00,93,3.3,27.3,1.4,
09/02/2010,13:00,63,3.4,17.8,0.6,
09/02/2010,14:00,36,2.9,18.0,0.6,3.4
09/02/2010,15:00,47,3.7,13.9,0.9,16.2
09/02/2010,16:00,50,5.4,8.9,0.7,19.2
09/02/2010,17:00,51,4.4,9.9,0.6,13.8
09/02/2010,18:00,75,5.1,7.9,0.7,2.7
09/02/2010,19:00,78,4.1,9.8,0.9,21.0
09/02/2010,20:00,90,3.1,10.9,0.6,16.5
09/02/2010,21:00,88,3.2,13.2,0.8,31.9
09/02/2010,22:00,135,3.9,15.9,1.5,22.1
09/02/2010,23:00,68,3.1,38.2,1.1,22.4
10/02/2010,00:00,206,1.0,63.1,0.7,17.2
10/02/2010,01:00,159,1.9,24.0,0.7,20.7
10/02/2010,02:00,154,2.6,18.3,0.9,16.8
10/02/2010,03:00,183,2.2,23.9,0.6,11.0
10/02/2010,04:00,145,2.7,19.3,1.1,5.5
10/02/2010,05:00,145,1.4,51.5,1.1,7.8
